Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-A4_1_12071.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-B4_1_12072.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-C4_1_12073.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-D4_1_12074.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-E4_1_12075.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-F4_1_12076.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-G4_1_12077.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-H4_1_12078.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-A8_1_12079.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-B8_1_12080.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-C8_1_12081.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-D8_1_12082.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-E8_1_12083.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-F8_1_12084.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-G8_1_12085.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-H8_1_12086.d
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	6	6	1490.71	1365	1449.53	1394.05	966.746	1312.01	1385.38	1038.64	1418.82	1226.03	1128.52	1533.71	1255.32	1146.82	1365.97	1043.21
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1	0	1750.51	1774.75	1593.46	1238.25	1209.45	663.149	1540.7	965.828	1449.93	2062.07	1596.49	1432	1802.04	1644.31	1538.57	1223.02
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	3	3	2859.18	2040.11	2314.44	2526.94	2898.13	2507.92	2777.18	2597.64	2542.66	3047.74	2457.1	2904.66	3216.35	2868.27	3100.38	3087.87
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	1	1	1068.28		912.897					486.678		514.187	638.794	719.843	647.709	593.005	513.152	682.489
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1	1		783.458			537.932	487.066		740.213				657.089		1032.81	551.715	
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	1	1	1036.21	1189.75	2089.88	1772	1955.13		1881.77		2800.4	3354.13	3054.11	2909.46	2293.45	2740.7	2975.31	2282.74
O43847	NRDC_HUMAN	NRDC	Nardilysin	3	3	611.191		808.828	947.759	730.064	649.9	852.392	729.538	846.211	796.641	1001.64	902.156	697.14	1030.21	817.393	652.654
O43852	CALU_HUMAN	CALU	Calumenin	8	8	8760.08	10685.7	9340.93	9952.19	9039.63	9276.47	9705.76	7279.34	15304.1	12942.8	15377.7	15218.7	13086.3	14013	13221.9	12410.9
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1	1	1551.8								929.748	1019.8		1233.06	1656.04	1193.51	1188.4	
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1	1	651.75		405.697		369.12	969.607	263.571	382.908	377.378	690.87	682.541	496.328	393.197	820.083	709.001	667.789
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2	2		374.23	776.872	370.91		676.368	633.941	853.132	303.048	561.475	473.387			304.698	376.903	659.584
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	2	1	563.797	424.942	451.357		474.305	345.739	427.416	442.488	521.286	617.804	444.095	529.921	501.447	404.264	360.567	374.044
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1	1			1664.33													
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	3	3	1697.23	1169.42	739.621	1400.9	1081.28	1742.35	1505.08	1710.13	2140.07	2159.04	1384.56	2075.16	1531.16	1473.41	2284.87	1509.65
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	1	1	962.239	1356.77						879.63	638.713	497.401		499.631				
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	10	10	17284.1	16968.1	17001.9	15803.2	20643.7	20156.5	18029.6	16551	25143.5	22608	22829.2	22538.6	24434	22154.2	23947.8	22990.6
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	9	9	1283.43	1327.85	1425.05	1670.17	1473.84	1667.7	1426.89	1416.55	1305.36	1465.77	1547.83	1588.66	1326.3	1032.49	1586.09	1246.93
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	7	7	1513.38	1665.92	1665.6	1197.82	1226.73	1303.62	1571.24	1694.02	1757.73	1783.93	1751.88	1966.18	1691.09	1744.37	1498.88	1567.13
O60684;O15131;P52294	IMA5_HUMAN;IMA6_HUMAN;IMA7_HUMAN	KPNA1;KPNA5;KPNA6	Importin subunit alpha-6	1	0		1516.72		834.56	1166.08	879.897		856.757	1694.19	1436.81	1308.49	1666.6	1030.39	1480.19	1451.76	1748.58
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	4	1	2591.38	2737.27	2736.1	2688.91	3182.32	2895.24	2753.23	2504.05	2982.69	2853.36	2676.47	2203.48	2815.29	2772.71	2492.91	2542.28
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	2	2		333.026	566.793		373.656	312.996	399.441	360.601	341.606	332.17	231.257	255.167	436.094	249.646	443.613	348.362
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	4	4		587.662		825.983	480.687	588.183	673.086	540.975	602.952	880.648	714.492	674.837	723.01	676.608	869.588	569.229
O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN	H2BC12;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	Histone H2B type 1-K	8	0	390098	389486	370978	401734	361599	378863	353969	340360	378191	383953	367605	368034	380810	367127	378715	356480
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1	1	1251.52	867.581	911.285	1036.63	1956.98	1104.72	928.134	1011.9	1350.2	1334.89	1119.78	1129.91	635.582	1154.25	1059.79	
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	4	4	992.61	848.537	988.952	990.272	780.984	959.811	966.315	627.057	1100.47	716.782	836.757	798.484	1133.27	1167.51	796.6	802.785
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	13	13	6331.69	6508.67	6929.7	7183.87	8027.14	7278.34	8038.24	6732.7	8693.23	8329.91	9457.73	9805.85	9541.79	7839.25	9132	9170.34
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2	2	1116.4	1277.72		1057.78	931.099	1526.7	1089.57	1149.68	1351.23	1141	886.313	1050.36	1572.31	1261.82	1122.83	1685.82
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	7	7	3985.17	4110.04	3209.47	3525.39	4252.02	3551.7	4363.53	3544	3837.03	3938.18	3864.16	3955.1	4248.8	4789.36	4067.14	4038.36
O60888	CUTA_HUMAN	CUTA	Protein CutA	1	1	797.556		2733.47			2680.49	2318.24	1923.52	1007.83	1570.79				715.062	1087.27	1525.83
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2	2	1598.48	1623.84	2196.01	1405.38	942.95		1374.22	1335.62	1622.44	806.021		1777.81	1627.12	1513.77	1769.47	998.217
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	11	11	2382.13	2594.24	2687.43	2267.13	2108.32	2673.92	2169.72	2000.64	2129.15	2570.34	2596.28	2432.24	2777.64	2474.48	2721.45	2462.44
O75131	CPNE3_HUMAN	CPNE3	Copine-3	2	2		506.911			679.01			821.533	664.633	754.483	877.032	754.455	777.504	847.645	730.147	
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	3	3	473.377				417.183	480.184	747.414		392.477	437.672	372.955	499.406	325.884	332.083	348.547	
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	1	0		252.163	446.368			334.96	544.707					274.651		561.933	300.461	
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	2	1	738.703	956.516	998.551	841.326	799.23	891.151	829.787	835.67		993.275	796.327	787.124	911.671	736.563	774.409	671.848
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	4	4	1018.1	741.653	1206.6	905.671	1061.19	1202.13	1035.09	942.361	769.873	767.505	1011.26	956.514	693.109	719.846	846.885	824.659
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	1	1	227.9		478.929						566.526	613.574	427.578	911.247	323.719	420.665		404.169
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	2	2	829.921	560.773	672.486	877.451	580.289	1153.71	783.6		450.088			466.393	481.074	1250.77	1288.08	1040.14
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	5	5	5248.21	5404.93	5632.85	5270.05	5218.15	4845.93	5398.15	5082.09	4864.8	4758.25	5025.43	4454.17	5313.46	4188.1	4869.62	4660.32
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	1	1	672.824	1168.16	626.662	828.064	257.315	662.552	670.77	786.781	713.852	665.518	869.021	1064.01		740.462		640.88
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	2	1	1300.69	1007.96	1224.02	1065.21	1358.16	1149.74	1532.6	818.153	950.263	1025.78	978.013	1121.28	1134.88	1207.95	923.817	1191.55
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	2	2	765.275	456.965	1079.48	496.676	1058.26		548.587			808.573	467.101	497.27	726.309	563.338	412.562	420.647
O75369	FLNB_HUMAN	FLNB	Filamin-B	2	2			631.193		443.478		433.951		622.603	574.773	455.164	500.597	519.105	527.166	784.418	547.539
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1	1	808.826				807.832	737.188						388.408	611.101			
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	5	5	5202.81	5259.22	4768.97	4742.51	5750.16	5443.9	5892.9	5953.99	5306.68	6715.05	6168.65	6782.77	7118.87	6302.03	7053.2	6191.89
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	6	5	1609.54	1290.21	1399.53	1503.45	1276.91	1393.68	1100.71	1201.44	1618.65	1326.36	1244.73	1082.34	1391.14	1328.33	1291.94	1349.08
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	2	2	1178.63	1441.63	1350.08	1073.83	1396.21	947.138	1221.82	1312.34	1180.01	1386.07	1455.08	1181.04	1198.04	1292.92	1039.25	990.091
O75467;Q6AW86	Z324A_HUMAN;Z324B_HUMAN	ZNF324;ZNF324B	Zinc finger protein 324A	1	0	2542.33	2300.47	2140.15		2562.52	1536.64	2193.93	3335.61		1950.49	2135.96	2624.99	2353.3	2122.04	2369.53	2230.95
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	2	2	1433.64	1519.57	1517.57	1898.89	227.271	1479.23	1106.25		1619.3	1484.25	2181.15	1656.56	1366.63	1232.59	1204.02	1360.05
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1	1			535.968		634.984				1211.54	715.244	535.138	942.651	600.376	1149.79		424.721
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	1	1	1166.92				1348.86	1261.13		882.223	1284.85	1415.38	1574.95	1192.68	1764.91	1139.05	1325.99	
O75496	GEMI_HUMAN	GMNN	Geminin	1	1						1366.17			2056.67				1056.69	1511.61	1153.4	999.234
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1	1	2361.58	1601.44	1151.66		1347.09			1031.35	3185.26	2019.54	2988	3427.61	2550.19	3243.51	2985.26	2765.45
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	1	1					611.302		324.905	700.9				558.465	615.749	735.639	685.516	403.085
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	4	4	3074.02	3304.92	3124.01	2699.86	2146.61	3752.34	3060.23	3449.39	3157.53	2086.26	2636.43	2389.68	2944.15	3035.22	2905.75	2221.74
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	11	11	1656.74	1499.42	1702.57	1567.32	1547.9	1542.68	949.131	1415.66	1802.11	1607.51	1708.13	1768.02	1693.08	1697.28	1777.53	1506.69
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	11	11	1261.15	1595.74	1578.56	1559.9	1448.86	1784.63	1857.71	1834.36	1488.3	1373.96	1501.39	1409.08	1847.44	1598.31	1745.08	1593.21
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2	2	1939.08	1883.99	1787.64	1769.1	1930.93	1840.81	2065.33	1493.37	2081.27	1437.46	1945.9	1809.99	1500.08	1813.15	1801.87	1756.92
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	11	11	5271.28	4585.12	5076.56	3775.73	4330.75	4444.42	5561.22	4584.59	7264.02	6759.19	8191.02	6366.56	6049.3	6434.76	6401.33	6778.5
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	1	1	1658.19			1243.42			537.178	904.024				883.874	1226.17	1215.93	1160.31	1042.24
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	1	1	563.567			808.744	926.983		901.188	480.49	486.312							432.502
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	3	3	1069.67	1139.9			980.572		670.817		1212.32	1156.39	1061.4	964.054	1421.86	1104.78	1168.01	1262.74
O75794	CD123_HUMAN	CDC123	Translation initiation factor eIF2 assembly protein	2	2									275.185		615.575	676.187	541.714			
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	5	5	2952.52	2771.74	2743.6	2449.92	2455.63	2905.56	2694.26	2772.95	2385.58	2528.58	3134.5	2669.69	2663.34	2978.89	2504.98	2221.04
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	8	8	3718.06	3421.25	3519.44	3172.57	3176.87	3507.9	3497.53	3527.52	2850.29	3825.54	3129.09	3094.87	3165.57	3141.8	3405.43	3072.49
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1	1	1379.14	2216.69	1979.5	1880.09	1531.63	1819.01	1747.1	1658.25	3164.78	1643.96	1775.85	2946.15	2914.55	2296.98	2768.78	3268.18
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	2	2	281.306	532.365	625.881	492.514	636.455	621.617		858.501	1044.8	536.148	521.1	909.732	645.051	397.778	447.188	548.872
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1	1	294.757	308.989	325.701			459.341				312.148	344.692	417.412	357.268	363.56	346.422	470.059
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	3	3	2292.79	2470.44	1840.49	2168.05	2335.86	2654.13	2054.73	2191.81	2387.57	1929.65	1848.53	1808.85	1921.14	1729.17	1584.77	2179.5
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1	1							1586.2							3814.64		383.868
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase peripheral stalk subunit d, mitochondrial	7	7	6279.11	5974.02	5906.83	4896.38	5275.79	5909.63	4813.9	5141.28	5198.6	5565.07	5855.33	5269.13	5251.18	5139.11	5893.54	5304.94
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1	1	1598.59		1046.8		1363.77		974.971		1040.07	1288.45	1286.86	1568.75	1481.37	1518.75	1684.62	1477.26
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase F(0) complex subunit g, mitochondrial	2	2	1513.09	1149.23	1424.35	1171.32	1065.37	1201.58	1442.24	1976.47	1971.58	1831.48	1904.26	1818.02	1958.37	1271.54	2078.42	
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	7	7	5593.03	6625.29	5313.99	5353.67	5714.4	6629.01	7170.71	6234.3	4648.78	5405.45	5189.86	5100.83	4840.29	4243.81	5032.88	5490.67
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1	1	895.046	830.914	902.245	854.249	645.673	574.519	563.077	595.251	584.399	606.513	845.844	746.455	587.359	584.276	1014.66	651.79
O76031	CLPX_HUMAN	CLPX	ATP-dependent clpX-like chaperone, mitochondrial	2	2	390.772	334.917	529.048	419.497	239.777		464.006	326.965	478.415		363.813	456.003	369.535	534.792		537.592
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	6	6	1846.37	1833.95	1852.95	1911.21	1953.24	1800.96	2097.66	1894.15	2043.77	1592.01	1835.75	1920.25	2015.84	1362.12	1691.71	1894.25
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2	2	2364.8	2895.87	3301.99	2051.73	2265.68	2107.24	2998.13	2189.78	3713.18	3046.2	2527.24	3068.67	2380.16	3046.13	2670.48	2692.28
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	4	4	1562.68	1556.92	1271.17	1531.72	1977.09	1316.56	1548.28	1360.05	1585.67	1788.03	1719.04	1857.6	1850.07	1895.67	1691.95	2084.72
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	9	6	2220.75	2410.74	2016.88	2130.19	2185.91	2181.95	2054.37	2254.54	2246.21	2183.09	2332.15	1920.86	2360.98	2584.49	2456.22	2109.18
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	7	7	1914.62	2189.74	2766.21	2003.03	1710.74	1877.06	2109.77	1799.18	2949.03	2456.59	2861.82	2867.35	2741.95	2696.95	3267.96	2470.68
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	2	2	557.039		420.536		486.949	449.373	474.925		440.082	524.924		259.151	616.657	671.556	982.303	274.982
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	2	2	616.155						498.583			526.49			327.3	397.444	366.722	505.856
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	1	1	1551		1541.25	1313.99	1475.86	1061.1	1645.1			1191.77		950.391	1700.24		1510.31	1251.96
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	1	1								426.226	782.24		470.15	955.799			590.674	359.481
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	3	3	682.286	466.206	895.935	991.391	615.661	881.125	903.684	809.887	680.818	774.324	662.533	735.527	704.841	517.492	724.668	934.386
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	4	4	1762.61	1343.53	1798.31	1327.24	1846.98	1721.65	1556.56	1845.53	1210.28	1529.28	1546.19	1360.41	1574.42	1272.97	1515.84	1479.43
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	6	6	1985.57	2358.49	1827.75	1947.2	1721.86	2415.77	1736.27	1956.96	2051.12	1868.71	1982.77	1864.69	2423.03	2065.45	1803.91	2137.35
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	2	2	1099.43		1017.47			1146.32	1092.3	703.101	1224.66	741.023	646.513	681.335	808.907	717.947	677.791	771.97
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	3	3	172.639		547.704	698.471	332.654		686.448		435.86		473.269		360.061		429.802	
O95373	IPO7_HUMAN	IPO7	Importin-7	2	2			665.712	939.674	678.211	749.9	1006.79		1001.93	947.508		839.813	678.695	1000.55	720.743	625.289
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1	1										10372.8	11474.4		9010.14		10847.4	11054.8
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	7	7	1603.26	2143.36	1701.27	1985.72	2291.56	1654.61	2157.41	2076.6	2082.29	2139.39	2131.66	2082.07	2379.17	2313.93	2189.84	2349.76
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	6	6	1796.95	1768.46	2233.02	2266.78	1554.67	2224.94	1534.6	2028.01	1831.59	1828.93	1812.77	1412.79	1958.22	1768.69	1636.23	1600.38
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3	3	1144.49	1044.69	822.235	903.718	792.081		1056.61		880.321	1212.12	1490.76	1363.45	1050.54	1148.47	1117.75	1006.61
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	1	1						545.808			431.56	343.407	351.882	202.783	544.19			277.416
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	2	2	420.072			279.301			378.591			292.202	400.623	372.79	310.699	366.514	484.995	419.409
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	1	1	1722.88	1442.92	1953.26	1960.9	2575.69	1779.18	1963.89	2045.46	1864.76	2111.58	2177.12	2011.29	2102.21	1702.99	1611.77	2417.73
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	1	1					1077.1	1055.08	1738.41		1200.85	1452.68	874.586		837.591	1313.64	997.044	1100.48
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	2	2	2125.78		1794.54	1427.73	1503.54	1926.62	2250.6	1304.31	1847.72	2256.23	2176.25	1981.28	2035.42	1863.93	1625.62	2165.8
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	2	2		1524.05	1062.11	1555.25	1516.73		1620.99	1235.05	1524.56	1516.83	1932.44	2017.28	2283.52	1870.6	1997.75	2408.8
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	4	4	1867.54	2087.88	1891.31	1718.54	1415.22	2153.57	1942.88	1644.58	1963.91	1845.12	2136.36	2237.34	1817.98	1451.47	1771.63	1862.15
O95819;Q8N4C8;Q9UKE5	M4K4_HUMAN;MINK1_HUMAN;TNIK_HUMAN	MAP4K4;MINK1;TNIK	Mitogen-activated protein kinase kinase kinase kinase 4	1	0			484.76					388.036	484.054	693.561	605.119	762.951		485.944	404.557	520.573
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	9	9	1973.33	1863.74	2193.79	1929.93	1995.41	2553.79	2072.58	2200.93	2032.33	2196.29	2477.27	2335.94	2172.61	1664.59	2383.98	1737.69
O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	2	2	843.705			796.476		844.81	1139.39		1058.55	1343.24	933.003	1341.5	1058.79	1169.95	987.785	1037.68
O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	2	2		736.353	960.159	577.205	549.582	891.038	1052.71	1372.72			978.026	845.444	685.335	875.829	753.912	1225.15
O95983	MBD3_HUMAN	MBD3	Methyl-CpG-binding domain protein 3	2	2	802.691		1413.71				1024.27		887.759	840.33	560.082	920.697		1031.01	1260.1	
O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	1	1		691.846	1249.84	1014.03	1350.16	1038.71		951.82	1150.41	1041.63	977.819	849.451	1098.32	1117.95	1119.56	1522.3
O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	5	5	1801.02	2676.4	2109.2	1872.52	1868.89	1846.56	2207.31	1295.1	2585.63	2936.8	3926.65	3690.19	2654.89	3661.63	2910.43	3046.53
O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	4	3	1783.8	2793.63	2418.1	2458.32	1801.81	1878.83	2384.48	1772	2957.86	2347.59	3123.29	2924.1	2573.33	2797.29	2955.9	2603.46
P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	15	14	77583.4	77862.1	76342.8	79020.3	79119.5	85556.6	81964.1	74554.9	78898.2	74484.5	76959.5	78078.2	78580.3	75139.9	78011	74308.3
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	4	4				426.85	395.111		414.213		710.393	1007.7	657.717	685.676	666.494	632.868	794.216	703.139
P00358	G3P2_YEAST	TDH2	Glyceraldehyde-3-phosphate dehydrogenase 2	1	1	9848.15	8579.01	10591.8	6776.2	9492.7	10366.1	10383.9	9694.15	3973.91	3792.34	4495.4	4786.72	4294.94	3682.37	3760.6	3864.84
P00359	G3P3_YEAST	TDH3	Glyceraldehyde-3-phosphate dehydrogenase 3	14	2	102782	93445.5	90393.7	92769.1	83086.3	100664	93537.5	89216.1	54471.2	52412.3	58677.4	57893.4	52465.4	54989.7	56473.5	53110.5
P00360	G3P1_YEAST	TDH1	Glyceraldehyde-3-phosphate dehydrogenase 1	16	9	209552	215277	205251	201390	191931	219491	216222	202343	98364.2	99761	104861	110183	109874	103551	100698	103961
P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	6	0	1002.16	932.719	1020.37	910.743	928.974	1175.82	737.546	1143.5	985.708	914.937	960.383	1015.8	1039.41	1112.9	1164.53	1075.92
P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase	2	2	516.667	414.752	662.198	443.078	511.005	639.456	636.97	685.203	621.309	550.29	500.703	377.736	401.632	387.434	386.173	478.715
P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	5	5	3568.01	3241.27	4367.88	3524.44	3658.13	4596.53	3334.72	4246.99	4407.02	5600.76	4135.96	5119.95	4307.81	4932.36	4247.85	4788.14
P00445	SODC_YEAST	SOD1	Superoxide dismutase [Cu-Zn]	5	5	6041.45	6295.55	4440.74	6023.05	5166.46	5112.38	5575.7	6273.48	2295.66	2757.92	2778.92	2421.47	2656.86	2562.81	2618.17	2029.15
