Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
contam_contam_sp|P15559|NQO1_HUMAN	contam_contam_sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1	contam_contam_sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1		274			contam_contam_sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1	1.0	0.999	7	41	41	41	3	2	4	2	4	2	2	2	2	2	4	4	2	3	2	1	3	2	4	2	4	2	2	2	2	2	4	4	2	3	2	1	3	2	4	2	4	2	2	2	2	2	4	4	2	3	2	1	59814.83	21823.334	60904.195	82021.77	66202.97	94540.74	83205.32	67133.34	71710.0	71209.22	73770.914	71803.664	111934.72	66034.86	89974.7	104280.34	24199.186	15713.457	23607.076	24245.676	21296.332	24468.918	19375.479	23279.098	25335.676	25473.2	25494.45	25363.5	27210.943	23380.838	27869.91	33120.516	
contam_contam_sp|P16083|NQO2_HUMAN	contam_contam_sp|P16083|NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5	contam_contam_sp|P16083|NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5		231			contam_contam_sp|P16083|NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5	1.0	0.999	3	68	68	68	4	5	3	4	4	4	5	6	4	4	4	4	4	5	4	4	4	5	3	4	4	4	5	6	4	4	4	4	4	5	4	4	4	5	3	4	4	4	5	6	4	4	4	4	4	5	4	4	66982.39	86835.305	58364.76	78954.75	76482.84	76467.2	84566.95	79092.97	76952.79	78845.5	79313.875	80000.41	83216.36	76373.99	79713.66	83817.984	21703.283	27794.857	26806.688	25188.541	24433.709	24388.664	27195.707	25325.11	24604.996	25155.916	25324.316	25536.893	26069.506	24578.938	25409.582	26263.082	
contam_contam_sp|P35527|K1C9_HUMAN	contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3		623			contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	0.9992	0.999	3	2	2	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	2	1	0	0	1	13728.114	0.0	0.0	17382.182	6218.5493	18990.39	16046.699	0.0	0.0	0.0	0.0	0.0	17973.81	0.0	0.0	0.0	13728.114	0.0	0.0	17382.182	0.0	18990.39	16046.699	0.0	0.0	0.0	0.0	0.0	17973.81	0.0	0.0	0.0	
contam_contam_sp|P51965|UB2E1_HUMAN	contam_contam_sp|P51965|UB2E1_HUMAN Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1 PE=1 SV=1	contam_contam_sp|P51965|UB2E1_HUMAN Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1 PE=1 SV=1		193			contam_contam_sp|P51965|UB2E1_HUMAN Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1 PE=1 SV=1	0.9999	0.999	2	10	8	10	1	1	1	0	2	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	2	0	0	0	1	0	1	0	1	1	1	0	17978.16	14487.28	11248.746	22308.992	21209.158	0.0	13525.123	0.0	14833.542	0.0	25622.914	15998.801	15697.268	23247.783	29274.332	13778.016	18518.332	14922.564	11586.726	10152.908	11123.907	0.0	13931.499	0.0	15279.23	0.0	13305.912	16479.5	16168.907	12926.849	16856.527	14191.989	
contam_contam_sp|P55957|BID_HUMAN	contam_contam_sp|P55957|BID_HUMAN BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1	contam_contam_sp|P55957|BID_HUMAN BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1		195			contam_contam_sp|P55957|BID_HUMAN BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1	1.0	0.999	8	106	106	106	4	8	6	9	8	10	8	7	3	6	4	5	6	7	7	8	4	8	6	9	8	10	8	7	3	6	4	5	6	7	7	8	4	8	6	9	8	10	8	7	3	6	4	5	6	7	7	8	88751.63	108955.46	87494.48	147182.39	127322.61	88339.445	117783.6	89073.57	73082.4	92582.0	81510.266	122797.84	58737.96	105862.71	119037.76	87484.31	20416.965	23304.074	24424.871	24565.26	25771.518	25492.014	25794.508	20606.3	25631.506	23685.03	25468.277	26728.879	21222.787	23345.715	23752.545	23446.387	
contam_contam_sp|P61769|B2MG_HUMAN	contam_contam_sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	contam_contam_sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1		119			contam_contam_sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	1.0	0.999	5	67	67	67	5	3	4	3	4	4	5	4	3	4	4	4	6	4	5	5	5	3	4	3	4	4	5	4	3	4	4	4	6	4	5	5	5	3	4	3	4	4	5	4	3	4	4	4	6	4	5	5	126183.95	102539.03	126468.25	105871.695	129257.28	117996.1	79277.82	137053.31	124871.45	94299.67	124761.96	137453.88	136362.47	122222.89	126355.8	131673.62	46185.59	42615.16	46054.965	44850.977	46703.48	43209.723	45707.41	47785.594	44293.914	46641.637	44503.71	47181.93	46668.582	44492.52	44858.723	44058.504	
contam_contam_sp|P62937|PPIA_HUMAN	contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2		165			contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	1.0	0.999	17	1390	1180	1390	86	83	85	86	87	95	81	91	88	93	87	93	76	90	82	87	75	72	71	75	72	85	69	79	77	77	70	79	63	75	68	73	86	83	85	86	87	95	81	91	88	93	87	93	76	90	82	87	9025116.0	8689547.0	9143006.0	8981257.0	9036174.0	8626443.0	8981214.0	9092682.0	8978367.0	9222129.0	8971137.0	8965198.0	8791405.0	9201526.0	8917500.0	8762214.0	2402019.0	2289428.2	2239378.0	2351346.2	2330248.0	2254925.5	2276918.2	2306677.2	2258212.0	2246465.0	2173087.0	2202947.8	2229771.8	2259708.0	2269229.8	2254264.5	
contam_contam_sp|P62979|RS27A_HUMAN	contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2	contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2		156			contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2	1.0	0.999	21	883	241	883	54	57	54	50	56	53	57	58	56	52	56	52	56	59	58	55	15	15	14	13	12	13	15	14	17	18	17	13	14	16	16	19	54	57	54	50	56	53	57	58	56	52	56	52	56	59	58	55	6038651.5	5908218.5	6093649.0	5984297.5	6166865.5	6179010.5	6357458.0	6071673.0	5682708.0	5764386.0	5621945.0	5545334.5	5728538.5	5623875.5	5632339.5	5590864.0	2369831.0	2346478.5	2296638.0	2304860.5	2319520.5	2223580.0	2325987.0	2274203.0	2179784.8	2267229.8	2297134.2	2263502.0	2287011.2	2229177.5	2246215.8	2220046.2	
contam_contam_sp|P63165|SUMO1_HUMAN	contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1	contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1		101			contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1	1.0	0.999	5	99	49	99	5	6	9	6	7	5	6	6	6	6	6	5	6	7	6	7	2	3	4	3	4	2	3	3	3	3	3	2	3	4	3	4	5	6	9	6	7	5	6	6	6	6	6	5	6	7	6	7	262714.6	443827.75	399852.38	262517.3	264652.66	273066.2	257794.2	449100.0	278912.38	962823.3	798239.2	986231.5	287691.8	955182.7	901178.25	936915.9	186188.72	189119.03	173903.92	177123.6	182521.89	182208.14	177861.64	181477.48	187107.39	184375.1	179907.31	188995.45	191456.06	182242.89	187200.88	184043.4	
contam_contam_sp|P63279|UBC9_HUMAN	contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1	contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1		158			contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1	1.0	0.999	10	198	198	198	13	11	16	15	11	12	9	14	10	17	10	11	12	12	13	12	13	11	16	15	11	12	9	14	10	17	10	11	12	12	13	12	13	11	16	15	11	12	9	14	10	17	10	11	12	12	13	12	525189.1	422511.6	472882.9	486251.25	432776.6	500318.56	416827.8	470769.7	496062.78	541797.0	467403.94	477771.2	438900.6	430599.12	461898.62	485592.75	134234.97	132246.78	147010.31	129277.43	132823.16	130057.01	134209.73	129486.266	142202.39	155391.5	143506.64	145864.47	142447.95	137035.67	140588.3	136112.88	
contam_contam_sp|P68871|HBB_HUMAN	contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2	contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2		147			contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2	0.9992	0.9988	6	3	3	102	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	9	4	7	8	8	6	6	8	7	6	4	5	6	6	5	7	0.0	11587.12	0.0	0.0	0.0	0.0	24187.28	29546.152	23911.684	22495.684	20399.201	0.0	0.0	0.0	0.0	0.0	0.0	16359.208	0.0	0.0	0.0	0.0	13686.123	17131.434	23173.648	21801.354	19769.58	0.0	0.0	0.0	0.0	0.0	
contam_contam_sp|P69905|HBA_HUMAN	contam_contam_sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA2 PE=1 SV=2	contam_contam_sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA2 PE=1 SV=2		142			contam_contam_sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA2 PE=1 SV=2	1.0	0.999	10	621	621	632	35	39	37	44	37	38	41	40	44	32	37	34	39	40	42	42	35	39	37	44	37	38	41	40	44	32	37	34	39	40	42	42	36	39	38	45	38	39	41	41	45	32	38	34	40	40	43	43	3120062.8	3115794.2	3332753.0	3200028.0	3054788.8	3202666.0	3222873.5	3193869.2	3195468.0	3219042.0	3292513.8	3010784.8	3210970.5	3313570.0	3277299.2	3316968.5	403401.47	451180.97	479154.78	468809.97	470550.03	465543.53	481888.47	468328.6	456197.03	469324.75	465888.25	458857.25	473026.1	475441.5	477389.16	489759.78	
contam_contam_sp|P99999|CYC_HUMAN	contam_contam_sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2	contam_contam_sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2		105			contam_contam_sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2	1.0	0.999	16	581	401	581	34	35	39	34	32	36	32	29	34	40	43	42	39	37	42	33	25	21	29	25	20	25	22	19	24	29	31	29	26	25	30	21	34	35	39	34	32	36	32	29	34	40	43	42	39	37	42	33	2375351.8	2467634.2	2332117.2	2353099.8	2362080.5	2321834.0	2375121.0	2301797.2	2379223.2	2530883.5	2524824.8	2593510.5	2555580.5	2556950.8	2455304.8	2229926.8	570021.3	584762.56	602312.56	572500.3	581841.5	564761.4	575030.0	553948.5	609323.44	635743.44	652418.1	659584.3	632241.44	639224.9	637399.44	626984.5	
contam_contam_sp|Q06830|PRDX1_HUMAN	contam_contam_sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	contam_contam_sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1		199			contam_contam_sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	1.0	0.999	30	1117	1011	1117	57	70	72	75	74	66	73	74	63	74	67	70	75	68	70	69	53	64	66	68	65	58	66	65	58	66	60	66	68	63	62	63	57	70	72	75	74	66	73	74	63	74	67	70	75	68	70	69	6656701.0	6568486.0	6885664.0	6711251.5	6761914.5	6400148.5	6745144.5	6646272.5	5396128.5	6356294.5	6535869.5	5439532.5	6436117.5	6358074.5	6246142.0	6270806.0	983009.94	1020479.5	1081364.5	1039120.75	1035515.9	1030515.6	1055537.9	1011623.06	1001589.8	1058461.6	1079895.9	1014438.94	1038667.1	1032581.94	1058097.1	1058849.6	
contam_contam_sp|Q15843|NEDD8_HUMAN	contam_contam_sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1	contam_contam_sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1		81			contam_contam_sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1	1.0	0.999	2	66	66	66	3	5	5	5	3	6	5	4	2	5	2	3	4	5	4	5	3	5	5	5	3	6	5	4	2	5	2	3	4	5	4	5	3	5	5	5	3	6	5	4	2	5	2	3	4	5	4	5	79663.45	77461.59	72883.555	81245.23	75784.51	86118.56	83270.34	76049.195	63361.992	56340.098	52642.74	57218.61	61310.06	56363.668	56533.48	62450.4	57861.6	66767.375	61829.777	64764.773	61139.54	56693.98	64417.46	59077.97	49068.746	45551.414	42287.05	43257.316	47657.31	43790.246	44385.12	47851.773	
sp|A0A024R1R8|TMA7B_HUMAN	A0A024R1R8	TMA7B_HUMAN	TMA7B	64	Homo sapiens	3:Protein inferred from homology	Translation machinery-associated protein 7B	0.9999	0.999	2	14	0	14	2	1	2	0	2	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	0	1	1	1	1	1	1	0	1	0	0	49766.367	18837.047	41180.016	17015.281	42689.324	17506.592	20523.791	18750.053	36025.348	34691.824	34072.734	19927.582	36385.496	20405.059	21743.453	16354.164	26509.062	22704.79	22083.238	20508.969	22892.959	21101.158	19785.723	18075.771	19237.916	18562.115	17886.973	19210.955	19453.46	19671.26	20961.523	19712.105	sp|Q9Y2S6|TMA7_HUMAN
sp|A0A024RBG1|NUD4B_HUMAN	A0A024RBG1	NUD4B_HUMAN	NUDT4B	181	Homo sapiens	1:Experimental evidence at protein level	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	0.9986	0.9982	5	2	2	32	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	3	2	2	2	1	4	3	2	1	2	2	2	1	6311.3887	4989.6426	4937.698	6092.6035	8068.0537	5565.775	5936.347	6213.693	7488.1465	7013.6997	5977.717	5407.2705	6625.7188	5065.3936	4687.9766	5774.999	6311.3887	4989.6426	4937.698	6092.6035	8068.0537	5565.775	5936.347	6213.693	7488.1465	7013.6997	5977.717	5407.2705	6625.7188	5065.3936	4687.9766	5774.999	
sp|A0A087X0M5|TVB18_HUMAN	A0A087X0M5	TVB18_HUMAN	TRBV18	115	Homo sapiens	1:Experimental evidence at protein level	T cell receptor beta variable 18	0.9591	0.9988	1	4	4	4	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	181845.81	204348.06	154961.73	249494.47	232568.66	236040.98	118082.62	102261.31	38597.113	83846.25	85567.67	69290.35	72384.17	70665.59	68739.99	82573.555	181845.81	204348.06	154961.73	249494.47	232568.66	236040.98	118082.62	102261.31	38597.113	83846.25	85567.67	69290.35	72384.17	70665.59	68739.99	82573.555	
sp|A0A0B4J2F0|PIOS1_HUMAN	A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1	54	Homo sapiens	1:Experimental evidence at protein level	Protein PIGBOS1	0.9654	0.999	1	5	5	5	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	28564.197	26984.795	27464.568	24712.094	24041.68	25571.564	24468.24	23434.57	26810.732	29906.973	16065.1875	21639.088	15357.157	31983.705	19523.615	19726.188	28564.197	26984.795	27464.568	24712.094	24041.68	25571.564	24468.24	23434.57	26810.732	29906.973	16065.1875	21639.088	15357.157	31983.705	19523.615	19726.188	
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	1.0	0.999	31	33	33	1800	2	1	1	1	1	2	4	3	2	0	2	3	3	1	3	4	2	1	1	1	1	2	4	3	2	0	2	3	3	1	3	4	105	109	100	103	110	108	109	106	114	112	125	120	109	126	117	127	21089.785	55717.26	60625.566	51826.777	55831.945	55227.56	58632.25	55693.633	51332.266	53533.72	54953.723	57396.38	56062.64	54517.344	52791.38	53925.016	21800.072	31656.367	35823.36	29870.664	31520.023	31449.281	33496.55	31498.934	30331.363	31047.508	31851.656	33914.24	33127.223	32207.066	31170.438	31830.469	
sp|A0A3B3IU46|RMACL_HUMAN	A0A3B3IU46	RMACL_HUMAN	RAMACL	118	Homo sapiens	1:Experimental evidence at protein level	RNA guanine-N7 methyltransferase-activating subunit-like protein	0.9844	0.9985	2	4	1	4	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	10957.691	15494.819	16754.652	14864.381	13472.9	14172.939	0.0	13243.683	13469.421	11986.062	14004.203	0.0	0.0	13610.024	10484.869	0.0	10957.691	15494.819	16754.652	14864.381	13472.9	14172.939	0.0	13243.683	13469.421	11986.062	14004.203	0.0	0.0	13610.024	10484.869	0.0	
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	0.9597	0.9988	1	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	8198.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9505.747	0.0	7960.848	0.0	0.0	8198.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9505.747	0.0	7960.848	
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 6	1.0	0.999	28	341	341	341	22	17	21	22	25	15	22	14	24	25	24	23	24	23	19	21	22	17	21	22	25	15	22	14	24	25	24	23	24	23	19	21	22	17	21	22	25	15	22	14	24	25	24	23	24	23	19	21	518901.0	497219.0	556565.06	439622.1	543703.1	502865.97	642632.8	434396.56	675478.1	756248.8	586726.3	572522.3	473409.8	457137.72	615519.6	534372.3	53861.293	56907.082	59099.574	56485.52	58631.297	56333.758	59404.45	59842.53	59624.734	65075.645	62364.98	60693.062	58166.832	57018.137	59807.184	61101.06	
sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	921	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-2	1.0	0.999	8	30	30	30	1	2	2	2	1	1	1	1	2	4	4	2	3	2	1	1	1	2	2	2	1	1	1	1	2	4	4	2	3	2	1	1	1	2	2	2	1	1	1	1	2	4	4	2	3	2	1	1	34491.418	46234.633	47360.895	51389.55	51281.008	35357.027	34098.395	45584.97	49007.51	45673.7	61524.797	45135.484	59294.094	45062.555	54733.723	46152.945	10887.543	14730.728	12250.173	16249.719	15543.055	17012.488	15995.934	14657.128	14706.817	19223.55	17991.357	18753.025	20266.195	16863.904	16392.447	19377.78	
sp|A0MZ66|SHOT1_HUMAN	A0MZ66	SHOT1_HUMAN	SHTN1	631	Homo sapiens	1:Experimental evidence at protein level	Shootin-1	1.0	0.999	13	109	109	109	7	5	8	9	5	7	6	8	7	9	5	5	7	4	7	10	7	5	8	9	5	7	6	8	7	9	5	5	7	4	7	10	7	5	8	9	5	7	6	8	7	9	5	5	7	4	7	10	214764.22	172434.45	231646.89	204236.75	107729.75	213733.19	201551.69	228548.58	203070.45	221165.94	202814.14	192269.22	193753.02	185345.45	161042.3	183289.14	54959.254	50180.418	55712.902	53939.99	50735.094	53907.984	56729.305	53761.906	53168.895	48061.598	50291.113	52658.184	52288.79	48872.453	47436.05	48527.855	
sp|A0PJW6|TM223_HUMAN	A0PJW6	TM223_HUMAN	TMEM223	202	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 223	0.9203	0.9976	1	5	5	5	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	4951.516	9050.525	6975.2715	8046.931	7205.269	7877.499	7506.041	7015.94	7099.662	7596.2324	7730.6	8720.724	0.0	8874.012	8725.544	6538.037	4951.516	9050.525	6975.2715	8046.931	7205.269	7877.499	7506.041	7015.94	7099.662	7596.2324	7730.6	8720.724	0.0	8874.012	8725.544	6538.037	
sp|A1KXE4|F168B_HUMAN	A1KXE4	F168B_HUMAN	FAM168B	195	Homo sapiens	1:Experimental evidence at protein level	Myelin-associated neurite-outgrowth inhibitor	0.9655	0.999	1	9	9	9	0	0	0	0	0	1	2	1	0	1	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	1	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	1	0	0	1	2	1	0	15144.016	0.0	0.0	0.0	0.0	16282.897	17661.01	14441.8	17247.662	16015.086	0.0	0.0	16721.145	18420.012	0.0	0.0	15144.016	0.0	0.0	0.0	0.0	16282.897	17661.01	14441.8	17247.662	16015.086	0.0	0.0	16721.145	18420.012	0.0	0.0	
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS_HUMAN	NBAS	2371	Homo sapiens	1:Experimental evidence at protein level	NBAS subunit of NRZ tethering complex	1.0	0.999	12	68	68	68	4	3	3	4	5	4	6	3	3	7	6	4	4	4	5	3	4	3	3	4	5	4	6	3	3	7	6	4	4	4	5	3	4	3	3	4	5	4	6	3	3	7	6	4	4	4	5	3	77366.336	94832.79	75236.695	109311.22	153147.81	61154.0	101935.625	115547.36	99303.71	96368.586	104549.12	113408.1	92210.76	109933.28	70505.0	96016.36	26565.018	29820.982	28944.643	28788.727	29955.254	28547.43	31001.174	29480.3	31029.785	30857.45	30262.145	31266.826	30679.594	30956.227	31034.451	32688.758	
