Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-D10_1_8450.d
ADPGK	5	5	8826.19	6369.48	8705.45	9099.75	4856.66	3836.94	5155.61	4499.42	13434.6	17547.4	14871.4	12866.9	16477.4	19138	21797.2	18466.3
ADPRH	3	3									10545.2	7072.49	12375.9	11875.8	9196.36	5370.83	5142.76	6674.96
ADPRS	5	5	14090.4	13139.7	12950.1	12704.9	10328.6	12285.6	8727.22	8123.48	20917.1	24105.2	22330.9	20643.3	19134.6	18390.6	20886.3	18360.1
ADRB2	1	1									878.583	1012.24						
ADRM1	2	2	10434	11096.6	12123.2	13107.6	11090.1	11897.2	11516.5	10799	8892.59	11304	10240.7	7979.71	8906.22	11642.1	12181.6	9909.73
ADSL	11	11	10357.7	12076.9	14314.6	14396.8	7073.58	8150.12	5850.43	7298.81	15744.5	17886.6	15672.8	15237.2	11809	15037.9	13804	13878.8
ADSS1	2	2			813.391						1802.79	1020.67	1229.78	2491.45		846.962		
ADSS2	13	13	21277	21230.8	28603.7	26940.3	14932.9	16856.7	17148.3	15300.5	19760.5	19529.6	19182.2	19098.8	24424.6	24649.8	28494.2	30451.6
AEBP1	3	3	5280.9	3347.96	4382.55	4217.91		634.14										
AFAP1	12	12	50232.7	49036	43136.5	60027	12554.3	15134.8	16749.2	15069.9	5456.69	6588.01	6222.57	6867.81	7441.41	7736.16	12305.5	8032.3
AFDN	30	30	3912.21	3430.01	3924.67	4028.11	7516.59	5957.19	6285.66	5784.56	4969.02	4659.25	5119.89	5293.78	9371.42	8049.11	9076.33	9199.07
AFF3	1	1	145.317	139.191	349.971	132.013												
AFF4	2	2	3717.53	3483.38	3673.09	3611.87	4216.24	3906.53	3836.18	3898.24	3063.32	2121.5	2386.66	2999.49	2357.32	1944.6	1600.63	2328.43
AFG1L	5	5	2803.71	3638.61		2884.76		2249.12	2375.04	2043.38	5068.5	4608.42	4862.54	5466	5486.13	4283.9	5751.74	4619.85
AFG2A	11	11	3826.2	4030.73	4117.41	4324.81	4847.03	4043.47	5225.42	4508.36	3758.4	4002.97	4253.53	4161.48	3859.34	2704.4	3294.44	3600.28
AFG2B	12	12	2669.53	2620.93	2529.8	2261.06	4346.36	3154.11	3203.09	3007.84	3744.59	3087.41	2779.9	3454.14	3204.19	2461.26	3324.97	3389.9
AFG3L2	24	24	14708.1	14475.6	18300.7	17414.4	12015.5	11626	10608.3	11017.6	26814	25628	24448.9	26016.9	30979.6	26563.7	31382.3	29867.6
AFM	5	5									9202.67	8937.58	7550.45	9085.38				
AFMID	1	1				395.657						917.453	520.642	532.016	537.198	704.386	647.251	873.55
AFTPH	10	10	2969.24	3262.22	3373.59	3970.92		2499.1	2939.69	2184.98	4618.83	4730.74	4478.48	4577.21	4859.92	5101.1	5359.83	5020.27
AGA	1	1		464.601							779.623				2186.67			
AGAP1	1	1	8298.39	9075.64		5483.47				8306.93		5148.54			5339.57	5860.58		4349.68
AGAP3	11	11	1854.13	1834.46	1881.12	2010.96	3472.94	2917.82	3315.51	2709.19	3564.15	3472.19	2983.98	3214.11	3102.27	2841.5	3317.26	3552.02
AGBL3	2	2	2817.25	2296.98	3345.92	2017.09					8086.8	8010.05	10289.6	9817.29		1979.06	2626.02	2939.7
AGFG1	5	5	3990.05	5630.73	7433.13	6087.86	3688.38	4099.71	5002.51	3740.1	5151.66	6780.57	7108.21	5299.51	3723.16	5361.27	5202.16	4377.26
AGGF1	1	1	767.182		1082.42	919.126	1182.1	846.916	877.112		1151.78			1036.88	952.534	707.052	566.448	1149.16
AGK	8	8	21880.3	25883.5	23048.5	30882.7	25772.8	30420.2	25870.7	28043.7	23876.9	22661.6	21135.4	24400.9	27581.4	23716.4	26594.5	25569.9
AGL	25	25	8849.69	7585.57	10092.8	8280.69	8542.71	9454.02	7892.24	8171.73	12419.7	12252.2	12701.4	12826.6	13346.9	12572	13733.9	13501.1
AGO1	7	7	1487.36		2549.87	1695.63	2823.64		4761.77		2404.04	2799.77	2853.57	2849.67	3367.9	3906.02	4317.43	3582.56
AGO2	5	5	3227.45	2995.88	3699.15	3619.52	2784.52	2985.02	3385.79	3347.01	1965.63	2302.77	1929.86	2128.49	1968.65	2823.48	2463.47	2269.34
AGO3	3	3	987.089	1041.46	1508.06	1381.48						541.672			663.983	593.553	734.667	
AGPAT2	3	3	1692.04	1442.04	2174.61	1830.67	2789.41	2161.7	2283.87	2520.06	2667	2414.48	1921.28	2329.59	2254.21	1959.33	2446.97	2164.1
AGPAT3	7	7	4664.99	3854.65	3928.2	3528.28	4662.59	4404.95	3003.24	3543.38	6665.02	6509.85	6770.31	6202.16	6669.59	6202.22	6405.9	8137.76
AGPAT4	6	6	3903.34	4021.47	5899.44	4133.14	3254.64	2550.05	2965.54	3637.2	3471.49	2480.15	4646.51	4259.83	7356.85	6009.82	9152.25	8478.36
AGPAT5	7	7	3171.54	2487.05	3341.37	2924.15	4921.54	5745.96	6562.32	4972.37	6257.71	6873.26	6758.37	7504.94	6773.44	6636.05	7115.49	7075.73
AGPS	16	16	8997.91	8326.45	10505.8	9254.69	11455	10719.3	8842.08	7973.72	13589.5	13517.9	13714.8	13529.1	13263.9	11062.5	14119.8	14153.8
AGR2	4	4	2060.63								25339.8	56718.8	15158.9	33627.4		1552.43	858.907	1490.15
AGRN	15	15	5697.52	5185.41	4340.84	5747.13	3577.22	3265.61	3265.85	3428.75		669.704	1699.89					
AGT	3	3	1470.94	505.721	548.769						1003.48	1255.05	1239.41	1390.14		512.139		457.774
AGTPBP1	6	6	1360.86	1496.28	1239.46	1629.17	1941.87	1579.84	1776	1756.39	1924.25	1544.26	1614.41	1945.49	1758.48	1449.38	1444.13	2017.57
AGTRAP	3	3			4321.48	1117.71		741.922			3250.55	4807.26	3345.54	3586.33		1523.22	1164.76	866.016
AHCTF1	35	35	6128.95	5348.32	6640.06	6250.7	7571.49	7412.19	7388.09	7201.9	5191.25	4802.06	4831.14	5760.18	4857.32	4295.12	4715.06	5089.06
AHCY	15	15	58325.9	67976	100708	92581.8	41451.3	51089.4	48708.4	46848.8	139238	171078	165483	116919	137395	163868	152705	140117
AHCYL1	3	3	7627.88	9628.71	8325.7	8556.93	13323.2	12422.3	11970.4	10891	13477.7	11762.1	8954.89	10868.9	14918.9	14601.9	13345.1	17581.1
AHCYL2	4	4	4987.68	4663.5	3826.28	3742.43	2391.07	1800.03	2740.35	2735.64	6446.29	4079.26	4595.75	5826.3	6116.42	3355.53	3881.85	6076.76
AHDC1	8	8	4362.4	4168.55	4403.41	4205.52		1722.22	1612.03	1678.8	1389.73	1455.27	1740.46	2252.87		1199.34	1057.81	1580.69
AHNAK	195	195	375030	472156	472298	524028	131484	111966	112751	113929	97841	81815.6	98758.1	83514.1	66405.9	71592.4	83546	71176
AHNAK2	125	125	145495	57906.6	63899.1	64522.2	21513.5	12696.8	14074.8	12518.8			12482.2				5457.46	12169.5
AHR	7	7	9126.58	10091.8	8482.11	9090.61					1859.85	1634.35	1729.53	2311.06	3014.72	2494.63	2733.92	2680.5
AHSA1	13	13	14124.8	17957.1	24149	20363.5	13980.7	13770	15453.9	15302.9	18816.7	19626.2	18874.4	17157.6	16885.7	19732.2	17805.5	16449.1
AHSG	2	2		528.82	799.55						1081.92	2191.07	1672.73	1649.52	684.671	1079.12	548.117	609.864
AIDA	7	7	9571.73	9676.03	10960.1	11668.6	4169.08	3611.37	4180.81	4326.71	2750.6	3549.4	2611.42	2855.96	2095.2	1933.38	1985.65	2009.64
AIF1	8	8									23718.8	40313.3	27327.3	27738.8	19734.9	34214.3	31337.9	28021.2
AIFM1	18	18	18862.7	17309.4	21961.5	19750	37947.7	38672.8	34352.5	31784.6	45608.1	48665.5	42872.4	44980.4	50100.4	44769.9	49598.2	45113.1
AIFM2	3	3					5295.51	3857.99	3937.77	4322.82	2251.03	1587.53	1871.64	1693.73	1213.53	1578.54	1408.35	1114.51
AIMP1	11	11	34483.4	32773.9	37142.8	33993.3	29464.3	29222.3	26125.4	27533.1	31581.9	30632	30197.6	34061.7	36228.7	31645.4	36281.4	40277.1
AIMP2	5	5	13496.2	12707.4	13998.5	12944.1	8275.41	12149	7954.67	5212.14	15384.9	21125.9	16178	16321.1	15346.9	17434.1	21808.9	17386.7
AIP	9	9	40523.9	40827.3	38323.4	47541.2	44673.2	48497.2	38742	37451.3	38369.2	48466	36821.3	44039.4	41974.3	48626.2	44753.6	43044.1
AK1	7	7	72856.5	76395.1	61437.2	79880.1	48998.7	45631.5	50513.5	46811.7	31852.1	46500.5	38094	40335.6	34983.5	36028.4	36700.7	30538.4
AK2	15	15	36913.6	50602.2	46611.4	50830.9	70018.8	76227.6	69440.9	72880.7	86688.6	104219	82905.8	98354	123850	155110	154727	133515
AK3	13	13	17599.7	21655.8	19222.2	19992.7	12810.6	9946.73	8865.59	8805.58	23653.7	20078.6	23555.8	21725.8	28579.9	22919.5	28777.7	26446.9
AK4	7	7	13506.5	14077.2	14393.9	18180.1	4144.33	3428.3	4583.11	3751.31	2104.78		2751.37	4334.02				
AK5	4	4	3361.94	3096.95	3731.45	4323.11												
AK6	4	4	5064.92	5823.45	4911.35	5242.21	5877.17	5023.06	4322.77	6656.27	4584.48	5365.34	4568.98	5263.98	2888.25	2493.2	2636.52	3340.63
AKAP1	7	7	2048.7	1478.36	1659.01	3198.5	5366.96	3995.87	4887.5	4670.57	3677.42	3501.72	4139.15	3813.16	3203.25	3256.62	3315.67	2916.07
AKAP10	5	5	1825.59	1610.47	1747.55	1773.07	2402.43	2293.59	2016.86	1343.09	2294.44	2339.43	2475.28	2101.72	1739.84	1918.61	1744.41	1881.67
AKAP11	12	12	1977.11	2032.87	1741.87	1877.52	1464.55	1543.24	1597.63	1593.35	3170.6	2971.71	2874.4	3493.93	2179.67	1846.73	1679.63	1733.79
AKAP12	52	52	59620.6	82583.7	65901.7	78721.7	24034.3	21273	24523.7	20693.2		1210.35	2625.32					2481.93
AKAP13	32	32	5299.86	5077.78	5166.91	4985.84	5643.65	5646.93	5559.52	5488.23	5086.1	4842.67	5239.86	5515.5	5274.83	4986.19	5068.83	5445.26
AKAP17A	6	6	7983.23	10122.3	9012.59	10163.3	9429.21	9643.77	10423	8766.55	8222.49	8772.27	7935.94	8465.86	6882.43	8084.45	8225.97	7577.31
AKAP7	1	1				857.705	1941.18	931.718		1316.6		1704.11		1785.29	2015.87		1472.3	2121.62
AKAP8	8	8	5789.48	5337.11	6247.32	4625.69	6300.25	4909.16	5179.55	5588.61	5648.62	5218.43	5033.31	6039.83	5470.56	5957.4	5399.49	5555.79
AKAP8L	5	5	2630.9	1823.53	2547.59	2498.65	2611.86	2022.19	1769.12	1820.34	2214.38	2075.55	2410.98	2337.09	2548.18	2287.84	2515.05	2670.24
AKAP9	50	50	6495.87	6071.39	6079.97	6232.47	7446.62	5902.74	6351.66	5468.9	5301.73	4076.72	5069.88	5796.51	5770.79	4804.47	4636.22	6022.39
AKR1A1	13	13	49544.9	53779.2	50630.3	50391.4	36343.9	33337.7	33290.1	26475.5	141854	158752	146917	129468	113112	128292	153421	136488
AKR1B1	13	13	14281.1	15830.9	12684	16491.1	54172.7	65632.8	58746.2	56734.5	48815.7	49167.6	41709.8	51876	43641.5	30457.7	36331.9	36249.4
AKR1B10	3	3			1771.92		2069.16	1647.84	3032				4356.35		2632.15			1155.48
AKR7A2	3	3	3852.59	3529.92	9460.81	3062.49	3976.68	802.21	3644.59	2953.16	9905.05	10672.2	11589.4	8362.19	7988.47	12340.2	9859.71	10374.3
AKT1	7	7	10079.5	11018.1	11465.8	12506.9	5813.93	6631.06	5251.39	6593.31	8268.68	8848.03	8662.09	9052.8	7782.87	8999.69	8597.09	9357.89
AKT1S1	2	2	9919.48	10968.8	6958.69	13352.3	2955.25	2628.07	2882.41	2503.21	4022.51	4431.63	5289.46	5637.31	3630.97	2891.47	3351.28	4400.22
AKT2	6	6	4077.71	5568.31	5055.89	4611.84	2539.73	2702.15	2228.49	3314.12	5346.78	6362.5	6323.72	6273.46	4296.49	4643.15	4354.01	4587.17
AKT3	3	3	1224.1	1071.13	1315.84	1434.23	2195.57	1050.68	1046.27	760.379						680.825		
ALAD	3	3	907.087	1460.23	2855.22	2558.01		1290.29			2391.8	3125.11	3261.78	2541.21	1163.26	3497.66	3137.82	2637.59
ALAS1	1	1	401.412	315.674	632.297	722.738	464.374	578.582	563.772	568.795	654.273	625.978	517.357	456.341	552.725	790.498	638.373	571.453
ALCAM	10	10	16203.7	14680.9	18494.6	23025.7	6246.61	8166.65	6120.35	6825.43	5846.88	4518.79	6709.52	5817.77	9449.7	9756.72	12944.2	11894.3
ALDH16A1	7	7	6925.49	7356.49	8355.28	9778.83	4394.71	3791.34	4284.36	5012.97	24857.6	31992.2	25232.9	25040.1	17583.3	21077.6	22449.8	18269.9
ALDH18A1	28	28	47303.3	56334.9	68450.2	63279.1	26817.2	27029.8	31568.9	27016	12827.7	13570.3	15470.7	13628.4	16461.1	17882.8	18654.4	19204.5
ALDH1A1	9	9	3749.37		2913.8						20176.6	15232.8	14023.8	7709.96	4886.21	2037.47		933.175
ALDH1A2	9	9									12829.8	10930.6	24091.2	16890.9	23083.6	17114.6	44215.8	48002.6
ALDH1A3	9	9					13990	16949.2	13952.8	15363.5								
ALDH1B1	11	11	12549.3	13509.1	17871	16042	9039.97	9296.24	9946.92	8289.68	4617.98	5181.97	5703.36	5114.27	5451.05	5912.63	6504.09	5777.84
ALDH1L2	22	22	26780.6	32990.9	32281	35207.6	2569.79	2973.98	2276.54	2683.13		1490.42	1596.92		4672.51	5548.95	6281.29	5878.61
ALDH2	15	15	26072.7	35241.9	43726.5	34659.7	26426.3	29344.7	30588.7	26387.7	21619	25067.1	26929.6	18670.6	105692	127369	132258	105092
ALDH3A1	3	3	4393.5		5103.27		2081.85				1888.04	1494.65	3813.6	3729.36	4160.11	2351	1834.36	2623.98
ALDH3A2	11	11	17941.3	16632.3	19733.6	16170.7	25514.8	22914.6	21954.4	18109.6	19486.8	19361.3	16200.1	17172	17636.2	14162.7	14131.2	17067.9
ALDH3B1	6	6					2298.87	3030.76		3197.95	9328.36	8099.18	8408.94	9464.51	4832.86	4385.46	3382.9	4413.22
ALDH4A1	18	18	9389.67	9223.29	7822.11	7828.57	9366.36	8070.81	8798.39	8198.24	26716.6	25253	22922.4	25815.7	10436.1	8613.16	8490.21	10423.8
ALDH5A1	6	6	5832.65	6457.87	6507.72	6657.35	11622.3	8091.16	8388.73	8638.93	3747.58	3883.17	3811.2	5616.02	8409.57	4027.53	5551.66	8745.9
ALDH6A1	10	10	7096.17	6948.69	7157.67	6909.1	8941.06	7162.72	7908.01	6997.39	13119.3	12490.9	12664.8	13327.2	10437.8	7300.59	8329.51	9302.59
ALDH7A1	12	12	44026.6	52007.5	72081.3	57524.6	43430.4	44465	39549	37835.6	43869.9	50820.3	45213.4	49295.8	30094.6	28973.1	31688.2	27905.9
ALDH9A1	15	15	85707.2	83249.6	77828.8	85170.8	25074.7	23070.8	21922.6	23250.3	56545	60431.5	57155.9	58125.2	48437.1	39742.7	46967.3	48213.1
ALDOA	4	4	28025	32541.7	52244.8	31366.2	48636	23841.9	35113.9	20764.7	87187.1	82840.6	68427.5	44520.9	40778.6	78447.8	86532.6	54116.7
ALDOC	15	15	10142.5	10732.3	8140.68	10277.4	79346.4	65348.8	68422.8	55461.5	9679.75	9557.76	9327.05	10691.1	6956.5	2789.57	2757.92	3569.34
ALG1	8	8	5746.59	6286.51	6927.33	6574.49	3071.56	2656.25	2486.22	2405.93	7255.73	7777.91	5818.63	6694.83	6376.84	5968.64	6258.14	6859.22
ALG11	8	8	4619.03	3748.33	4667.77	4585.89		1451.01	1163.02	1479.76	2587.19	2323.18	2777.55	2544.68	2471.36	2272.3	2940.64	2648.37
ALG12	1	1	1171.57		1816.1							1175.22	2419.59		1880.28		1612.18	
ALG13	3	3	1580.2	1872.27	2738.53	1857.17	1634.24	807.622	1553.79	1284.88	2051.56	1693.99	2195.84		1831.25	1116.52	1944.39	1714.45
ALG2	12	12	11808.7	10563.7	14759.4	11000.5	4855.11	4091.52	3830.29	4425.13	8978.54	9529.88	8505.83	7145.3	11647.5	12749.4	11447.7	12630.8
ALG3	2	2	1726.28	1451.52	1770.98	1550.56	1629.15	1560.23	1455.94	1194.76	2499.34	2501.62	2486.91	2583.97	2310.55	2937.91	2968.5	2400.86
ALG5	2	2	2268.83	2592.87	3740.34	2422.17					4804.73	6105.66	6302.24	4498.96	4636.77	7051.98	7484.31	5568.7
ALG6	2	2	3014.1	2708.84	2878.36	3036.55	2374.28	2421.49	2272.06		4005.86	3527.31	4020.73	3579.85	3017.04	4179.81	3883.69	2948.93
ALG8	1	1	4280.87	3635.14	3495.04	3226	2991.63	3042.94	2569.35	2810.18	3400.73	4475.29	4116.69	4380.94	4649.45	3915.17	5052.88	4095.15
ALG9	3	3	892.931	1276.45	1811.66	3226.97		1303.65	2165.16	1654.74		1790.91	1772.51	1057.36		1613.33	1017.13	1334.34
ALKBH3	1	1	819.066	769.259	850.634			790.022	921.073		554.804	799.448		793.153	683.357	886.864	483.808	686.8
ALKBH4	4	4	3706.34	4112.4	3779.52	3715.48		2128.37	2882.43	1991.35	3698.03	3298.5	3879.54	3280.3	3439.68	2916.36	3365.09	3339.22
ALKBH5	4	4	2501.13	2665.63	3236.13	3358.88	3917.73	3526.74	4096.53	4805.62	1500	2158.76	1310.24	1699.82	2354.18	1889.28	1432.29	1469
ALKBH8	2	2		1441.6	1768.49	1614.87	1613.29	2704.99	4769.49		2837.44					2282.48		
ALOX12B	11	11	5910.36	4337.37	8074.81	3732.19	9604.22	3895.99	6958.27	6868.69	8891.1	12823.3	9888.76	5811.94	12343.3	3871.47	3462.88	8163.23
ALOX15	3	3													4345.74	1472.31	780.617	
ALOX5	18	18									4224.05	4899.78	4965.12	5397.53	15993.6	18237.1	17866.4	18091.9
ALOX5AP	4	4	1260.57	1896.55	2016.35	907.892					63877.6	103025	72074.1	73285.5	348421	490230	471402	401976
ALOXE3	3	3	3303.25	2146.38	3432.13		5468.33	3688.6	3866.28	4830.33	3639.27	4203.16	2293.76	2790.33	2822.54	2558.26	2897.52	3774.87
ALPK1	2	2					1352.72	745.476	1081.6	1016.47	1088.9	805.932	757.52	1045.67	1413.14	1195.32	1192.54	1454.77
ALPK2	3	3	928.801	786.215	783.292	752.184												
ALPL	4	4	5661.37	4256.6	4929.92	8481.08												
ALYREF	10	10	16320.7	21920.5	19565.2	21390.7	18341.9	22019.4	18513.3	15893.3	16946.2	23296.6	12729.4	17658	12581.5	19827.3	20396	14684
AMACR	5	5	2695.23	2980.11	2519.61	1928.24					6068.28	4846.29	6393.06	5911.5	4642.32	3093.39	4411.59	4183.36
AMDHD2	7	7	6047.46	4268.52	4563.08	4845.52	4339.93	4896.21	4955.84	3905.35	48534.7	48959.3	43139.1	44212.1	12390.5	8875.76	9500.53	11939.8
AMFR	4	4	6108.51	6212.8	5932.38	5938.95	7005.72	7366.42	5856.53	6596.38	6098.07	5436.8	6108.32	5695.25	6785.34	5133.48	5138.54	7839.49
AMN1	2	2	1483.44	1192.3	1863.87	1927.35	2538.85	1438.25	1554.68	2135.8		1078.67				1161.32		
AMOTL1	4	4	1581.74	1258.81	1312.75	1704.8		1207.55	1200.76	750.794								
AMOTL2	5	5	3856.8	2822.65	2965.54	3249.47	2337.67	2664.34	2887.88	3036.43	1901.59							
AMPD2	14	14	18092.9	17235.8	19231.8	20344.4	13998.2	16864	13471.4	11484.5	10497.7	11347.8	10219.2	9718.87	25223.1	23275.9	29274.6	24731
AMPD3	13	13									6491.4	8318.05	6285.35	7291.37	8345.57	9316.26	11579.7	10343
AMPH	5	5	12037.4	14024.5	12589.6	10124.9												
AMZ2	1	1	2499.29	2153.03	1411.8	2175.69	2650.77	2622.08	2070.49	3349.74	761.324							
ANAPC1	10	10	3564.91	3778.91	3866.88	3851.71	2811.49	2947.72	3193.56	3204.68	3165.87	2923.56	2920.85	3227.16	3262.19	3057.28	2998.17	3310.25
ANAPC10	2	2		1026.11	1035.49	1122.26	1065.29	673.468		456.012	1017.64	1100.98	1209.49	942.293	984.972	1532.83	1460.11	1178.44
ANAPC16	1	1	3290.07	3009.71	3602.58	3849.84	2422.9	2727.86	1919.62	2403.63	1084.9	2143.73	1522.37	2326.35	1789.54	1385.1	1675.31	1694.65
ANAPC2	5	5	2020.38	1897.87	3117.61	1776.21		1242.97	1775.91	1561.98	1655.89	1701.18	2499.87	2002.19	2097.46	2003.28	1780.67	2473.47
ANAPC4	4	4	1923.41	2100.22	2476.45	3091.03	2725.88	1808.15		2032.68	2123.98	2624.93	1744.82	2170.3	2118.9	1945.24	2294.85	2474.23
ANAPC5	3	3	1759.73	1999.79	1780.35	2397.6	1946.77	2142.97	1715.31	1836.62	1798.53	1333.42	1166.58	1334.9	1449.78	1653.4	2135.95	1430.49
ANAPC7	5	5	3233.99	3512.47	3374.02	3499.13	3361.17	3171.46	3333.56	3845.3	3085.23	3241.01	2551.13	2481.13	2755.89	3364.32	3407.2	2876.92
ANGEL2	4	4	1622.21	1507.64	1644.77	1833.46	1075.34	737.986	1136.14	977.32	954.15	1160.09	909.16	1226.37	1507.41	943.835	1414.81	1210.54
ANK1	2	2		642.736		536.532	816.384	839.034		717.961						218.916		
ANK2	19	19	5186.83	5532.44	6187.08	5422.49	1339.09	1265.19	1383.23	1310.89					1180.21			923.809
ANK3	22	22	6422.82	4504.87	7242.86	8711.52	5026.69	5262.7	5688.32	4078.6		5797.36	9607.43				5426.29	
ANKFY1	24	24	14309.8	15089.1	19189.4	17722.5	8529.98	8956	6508.29	7399.08	27823.8	34166.7	30260.5	28910.6	16184.9	18357.6	18376.3	17221.9
ANKH	6	6	2118.3	2435.66	2405.06	2160.94	1132.64	1738.01			5075.88	7528.93	4193.71	5953.09	2995.64	2758.06	2873.7	3539.98
ANKHD1	12	12	5616.24	4616.69	4605.91	5130.14	7419.72	6187.46	6815.2	6554.42	5852.33	5250.03	4362.21	6081.21	4971.89	3282.99	3642.76	4477.81
ANKIB1	2	2	2058.29	2216.54	3156.52	4150.41												
ANKLE2	12	12	7366.94	6870.99	6434.86	8087.2	9560.21	8400.38	9051.53	7747.35	4590.24	3576.95	3564.7	3725.25	3880.16	3735.77	3910.16	4316.62
ANKMY2	4	4	3660.38	3890.92	3207.24	3159.53	3716.86	3508.86	3250.12	3432.82	3008.14	3720.95	3495.48	3775.78	2585.06	2558.59	2866.9	2763.33
ANKRD10	1	1					976.384	1138.61	1176.2	686.081			1326.86	1447.84	1529.86			1009.59
ANKRD13A	5	5	2738.42	2504.41	2853.49	2883.36	2958.45	3160.22	1940.3	2489.37	3709.66	3847.66	3669.03	3108.58	1934.64	1781.42	2469.65	2404.28
ANKRD13D	3	3	1349.65	1707.1	1370.13	1895.92	2010.19	2390.9		2133.88	2482.41	2217.12	2426.54	2530.96	2446.19	1382.26	1741.26	2027.29
ANKRD16	1	1	962.099	741.068	1366.77	676.257	1338.71			1364.4		683.977						
ANKRD17	14	14	5305.24	5316.93	6088.76	5950.41	5763.93	4607.77	4726.61	4361.92	4062.59	3705.46	4085.75	3855.11	3259.03	3104.3	3172.4	3309.6
ANKRD22	3	3	1820.89		2586.76				833.424			1463.04	2018.05	1628.33	5433.09	5724.78	5674.05	5711.19
ANKRD27	1	1		588.848	333.672			571.317	608.095	705.848	1189.01	955.113	939.861	569.849				
ANKRD28	6	6	4179.74	4323.43	4255.74	4629.06	4570.52	4204.19	3917.91	3233.48	2357.13	1863.58	2502.95	2223.42	1983.72	2205.76	2218.97	2471.31
ANKRD40	1	1	704.211	703.242		667.184						844.099	671.435		851.897	566.637	568.177	662.731
ANKRD44	17	17	2009.48	2008.89	2591.4	2190.6	2431.03	2101.14	2350.68	1978.35	4802.42	5335.64	5434.64	5201.67	6389.03	6763.84	7303.8	6495.58
ANKRD46	1	1	2062.69	1734.17		1343.33	1961.26				3072.8	3147.09	3195.52	3567.05	2151.2	2200.1	1982.23	2693.12
ANKRD50	5	5	1719.08	1374.1	1151.61	1524.42	1225.21	1062.18	1252.51	935.894				1032.08			895.149	550.397
ANKRD52	7	7	6650.77	6357.94	5324.08	7017.37	3488.03	3289.3	2677.54	2685.88	1552.45	1715.47	1566.58	1721.02	1342.88	872.152	1230.91	1621.79
ANKS1A	5	5	3181.11	2375.93	4704.09	2856.98	3785.62	2054.16			5661.67	5667.69	4851.2	4148.18	4117.9	3777.69	4293.48	4356.88
ANKZF1	2	2	2414.35	2602.56	2682.34	2995.88	2441.41	2139.41	2196.39	1705.65	1686.58	1452.98	1678.55	1704.84	1715.27	1711.18	1363.25	1860.77
ANLN	17	17	3191.5	4135.46	2275.56	5193.1	7243.25	6866.82	6353.34	7963.88	3045.51	3440.59		2263.43				
ANO10	8	8	14546.9	13433.8	14048.5	14136.1	3913.67	4100.03	3950.58	2964.8	3765.9	3331.68	3861.08	4126.53	2595	2619.3	2516.89	3197.4
ANO6	10	10	8778.55	6917.59	8251.61	8676.73	5453.12	4740.88	4501.81	5199.57	7379.27	6798.19	8806.1	8639.3	6185.16	3861.23	5425.67	5541.74
ANP32A	6	6	60897.4	45897.1	49981.7	50627.6	54773.9	61051.8	52758.4	50779.9	59906.3	59870.8	43414.3	58707.2	59907.4	64127.2	59680.2	62827.1
