Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-A3_1_12089.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-B3_1_12090.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-C3_1_12091.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-D3_1_12092.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-E3_1_12093.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-F3_1_12094.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-G3_1_12095.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-H3_1_12096.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-A7_1_12097.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-B7_1_12098.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-C7_1_12099.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-D7_1_12100.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-E7_1_12101.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-F7_1_12102.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-G7_1_12103.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-H7_1_12104.d
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	2	2	2130.04	2472.66	2612.72	2081.73	2886.33	2625.12	2187.83	3247.39	1687.89	1483.72	1500.86	1263.04	737.783	1516.11	1034.66	1239.03
O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15	3	2	1695.83	1681.68	2023.94	1976.66	1623.58	2688.62	1894.63	1455.77	1687.61	1807.83	1397.6	1500.44	1780.32	1759.31	1931.24	2433.53
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	1	1			843.655	683.553		562.127	651.076	372.718	554.796	389.981				423.852	594.26	
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	2	2	1307.75	1528.87	1080.48	1159.28	1359.49	1211.61	1129.93	1304.35	787.653	1455.82	1283.03	1540.86	1327.78	877.85	1118.2	1017.33
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	7	7	1938.45	2111.42	1906.51	1792.71	2251.85	2127.22	1915.11	2141.86	2306.9	2142.65	1939.46	2143.6	2363.44	2218.44	2738.67	2123.68
O43182	RHG06_HUMAN	ARHGAP6	Rho GTPase-activating protein 6	1	1		1187.49				761.426	739.106		828.905				1456.85	1281.13	917.691	762.024
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	11	11	3522.1	2610.08	3597.94	3092.43	3122.37	3666.2	3409.77	3297.17	3260.75	3163.41	3134.71	3808.95	3282.2	2987.98	3256.65	3025.03
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	3	3	1252.42	500.063	673.691	554.115				584.852		734.125	1035.4	807.596	653.721	787.769	843.512	783.912
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	4	4	2117.9	2146.95	2195.95	2269.2	2562.05	2394.98	1672.14	2792.59	2727.41	2238.16	2226.19	2287.2	1893.29	2681.12	2238.04	2315.36
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	4	4	3182.06	3285.11	3101.46	3059.94	2859.3	2335.8	2846.92	3012.55	2709.43	2418.87	2957.49	3058.73	2460.37	2953.49	2921.33	3064.25
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	17	11	8619.8	8066.65	8076.83	8356.64	8349.57	8386.84	8202.01	8421.43	9192.8	9552.05	9215.88	8760.84	8833.83	9242.9	9048.47	8792.72
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	5	5	1898.34	1346.64	1659.01	1439.21	1635.44	1567.25	1603.93	1758.83	2117.72	2094.1	1440.29	1721.09	1904.08	1994.79	1837.98	1839
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	7	7	2110.57	2149.6	1890.35	1954.69	2189.95	2407.8	2174.39	2016.92	2609.76	2453.88	2296.01	2337.89	2184.75	2362.65	2223.43	2117.74
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	6	6	3355.78	3231.77	3842.81	3214.66	3596.41	2682.85	3810.94	3510.92	3745.34	3018.99	3278.21	4311.94	4102.57	3788.6	4416.99	3861.86
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	4	4	4236.82	4130.57	3718.71	4471.88	4198.33	3867.63	2624.04	4149.86	3691.13	3728.59	3346.24	3578.57	3405.82	3813.93	4829.5	2863.36
O43583	DENR_HUMAN	DENR	Density-regulated protein	2	2	3225.66	3090.18		3633.46	3928.48		4486.08	4611.55				834.005	2556.63	3059.74		3288.46
O43592	XPOT_HUMAN	XPOT	Exportin-T	2	2	838.762	627.891	794.909	623.426	783.488	1017.26	775.089	1064.59	1073.98	896.562	851.21	679.339	644.932	923.173	867.142	699.365
O43598	DNPH1_HUMAN	DNPH1	5-hydroxymethyl-dUMP N-hydrolase	1	1	1048.14	1227.6		1333.28					1633.68			1664.16	1322.14	855.891		1410.74
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	9	9	1606.37	1589.46	1880.43	1983.37	2081.36	2016.13	1759.38	2064.81	2058.61	1948.47	1662.78	2080.54	1795.45	2170.03	1857.93	1857.28
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1	1				734.018						722.722	615.801	751.967	684.815	450.993		459.964
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	2	2	1218.03	910.049	1265.93	1152.73	1415.46		1002.79	924.626	631.171	889.201		1232.1	1104.77	1180.09	886.039	911.858
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	1	1								542.689				451.612	851.099	486.505		
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2	2	3958.51	3852.54	2947.06	3552.7	3247.38	3591.1	3649.14	3643.88	3708.36	3510.55	3528.39	2158.09	2563.15	3908.24	3155.68	2641.22
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1	1			694.073	947.891											932.184	998.5
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	4	4	2735.9	2481.99	2071.9	2108.93	2380.64	2125.46	2322.63	2476.19	2159.15	2235.89	2121.12	2253.73	1867.6	1815.65	2125.55	2652.96
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	30	22	10319.5	10627.6	10452	10683.4	10941.3	9840.18	10199.7	10462.7	9643.29	10663.2	10426	10868.1	10590.9	10431.8	10614.3	9833.04
O43719	HTSF1_HUMAN	HTATSF1	17S U2 SnRNP complex component HTATSF1	2	2	1166.83	1364.03	1353.35	888.419		1938.02	1680.67	1563.45	1350.96		1254.04	1015.33	1164.23	1725.12	1277.77	1259.06
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	7	7	3151.81	2610.75	3062.56	2753.65	3177.88	2982.21	2997.32	2594.43	2460.73	2834.46	3146.35	2803.31	3054.72	2817.09	3055.4	2680.04
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	2	1	3309.26	4586.41	3134.26	5207.48	3849.57	4320.74	2215.48	3226.85	3559.72	4179.2	3544.81	4000.28	4772.2	3709.64	4962.04	3360.11
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	4	4	4646.85	4774.69	5065.88	4575.51	4998.46	4573.3	5771.35	4330	2575.97	3721.35	3407.12	3560.98	3853.11	3282.42	3476.51	3557.68
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3	3	1744.7	1571.57	1485.8	1716.47	1469.97	1842.84	2067.89	1230.97	2307.8	1659.45	1812.13	1965.66	1442.82	1595.46	1580.03	1568.05
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	3	3	1356.65	1538.01	1360.88	1662.29	2024.77	1865.45	1507.05	2114	2486.27	1329.16	1025.86	1791.74	1797.42	2004.97	1714.23	1837.75
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	1	1	1162.55	519.133		803.018	734.053		676.957		1104.91	1582.41	1653.3			1411.98		
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	5	5	826.047	1227.31	1151.3	1416.43	1171.85	965.921	1533.48	1359.71	1506.15	957.322	980.428	1314.72	810.233	1808.54	1503.38	1110.91
O43847	NRDC_HUMAN	NRDC	Nardilysin	5	5	1613.08	2015.55	2110.38	2016.99	1693.53	1758.66	1994.9	1662.7	2073.9	1906.56	2515.31	1951.31	1812.26	2417.62	1773.15	1828.09
O43852	CALU_HUMAN	CALU	Calumenin	10	10	7865.11	8717.02	7694.55	8531.16	8287.5	8100.52	7998.63	8297.79	9005.25	9348.62	8142.77	8338.56	8314.86	7883.03	7656.23	7872.14
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	2	2	1725.96	1064.76			1715.97	1121.79	1479.73		1199.01	1627.1	1507.94	1500.65	1278.62	1349.86	1208.48	1532.83
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	3	3	2194.4	1810.26	2375.46	1775.25	2174.97	3210.67	1980.83	2058.74	2656.04	2239	1868.66	1997.78	2687.98	2653.42	2414.17	1554.33
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2	2	1526.55	1446.7	1722.01	1718.95	2008.7	1993.8	1524.62	1335.52	1905.56	1610.78	1700.75	1848.38	1696.29	1765.89	1351.04	1927.65
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	7	5	1561.92	1273.25	1389.21	1643.91	1676.5	1328.27	1600.58	1558.48	1724.24	1498.59	1653.2	1305.87	1612.99	1631.03	1546.46	1586.88
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1	1				303.741	486.008			484.451	434.079	689.592	495.984				542.854	1037.15
O60313	OPA1_HUMAN	OPA1	Dynamin-like GTPase OPA1, mitochondrial	4	4	805.375			849.271	950.733	731.207	1016.92	636.3	1134.79	762.772	1087.64	778.666	877.651	1087.5	892.004	742.694
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	2	2	1730.46	1256.59	1758.46	1418.5	1350.28	1403.77	1612.49	1213.52	1728.05	1321.96	1188.19	1658.89	1221.55	1776.19	953.04	1377.29
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	4	3	2087.32	1780.69	2184.88	1558.19	1852.93	1554.23	1470.11	1386.43	2185.79	2426.32	1778.48	1913.79	1871.43	2092.24	2254.88	1450.74
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	10	10	20494.9	19713.5	19538.9	18049.2	20351.3	20910.7	19335.9	18842.4	20881.2	20036.5	18909.2	19975.7	18928.2	19622.5	19334.4	19561.9
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	19	19	3070.22	2722.7	3207.15	3009.37	3100.59	3202.99	2744.97	2752.81	3035.91	3052.98	2852.76	2833.32	2806.12	2791.47	2765.67	2523.64
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	8	8	2187.74	2645.71	2638.81	3024.19	2366.3	2583.24	2394.37	2378.55	2255.22	2639.2	3115.86	2604.65	2753.74	2684.83	2836.69	2578.63
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	2	1	1065.72	1332.69	1194.48	1226.31	991.711	1381.43	1232.62	1062.4	1333.83	1364.49	1622.79	1549.13	1412.8	1750.44	1524.59	1655.96
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	1	1	380.075														896.854	
O60732	MAGC1_HUMAN	MAGEC1	Melanoma-associated antigen C1	2	2	919.71	869.83			735.526			1247.36			922.379			623.797	861.074	699.828
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	5	1	5244.91	4942.43	4956.8	5367.26	5941.23	6387.34	5622.97	5213.61	5091.15	4639.83	4887.35	4243.42	4755.02	5028.79	4715.38	4430.49
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	4	4	1104.13	1118.45	1136.73	1185.74	1528.53	1432.6	1205.47	1141.11	1478.41	1428.02	1376.57	1347.45	1267.68	1505.52	1375.33	1319.29
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	10	10	2039.31	2201.81	1990.06	2038.93	2316.87	2129.5	2383.48	2341.53	1935.38	1988.44	2399.74	2223.51	2193.18	2309.51	2121.89	2100.66
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1	1		1030.67		482.07				684.211		709.464		794.033		495.008		554.48
O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN	H2BC12;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	Histone H2B type 1-K	4	0	241322	309658	232597	284667	296628	247776	270452	267401	269097	260100	285774	263853	293373	268764	252666	271298
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	2	2	3181.15	2971.44	2372.58	3147.4	3458.85	3124.95	2003.46	2988.27	3303.38	2483.76	3858.24	2929.16	3533.86	2352.57	2022.85	2956.99
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	6	6	2709.8	3243.58	2970.24	2963.24	2952.5	2547.58	2700.06	2546.14	2606.82	2941.99	3071.69	2384.71	3202.24	2744.52	3132.31	2861.53
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	19	19	3979.6	4048.85	3931.2	3625.91	4005.25	3598.92	3364.38	3570.89	4625.05	3487.69	3957.11	3873.98	3807.86	3461.13	3257.47	3990.56
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	4	4	4488.63	3564.52	3691.3	3484.02	3812.05	4289.06	3909.08	2940.01	4375.38	3503.81	4055.84	3132.88	2534.58	3700.15	3751.76	3990.89
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	7	7	2818.38	2986.29	3028.53	3156.2	3231.62	2825.19	3074.77	3476.29	2751.71	2463.85	3300.39	2922.47	3363.84	3328.48	2791.64	3242.57
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	2	1	1507.29	2545.99	1205.4	1655.75		1650.79	1620.67	2075.09	1516.19	2005.93	1188.22		1729.29	1179.05	1208.05	1095.41
O60888	CUTA_HUMAN	CUTA	Protein CutA	2	2	2961.88	2818.59	4916.53	4195.73	3713.45	3500.83	3209.67	4065.26	4282.85	4097.09	4469.95		3696.87	4104.32	2799.62	4379.14
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	3	3	4308.2	3238.57	4922.86	3868.67	4429.81	3908.45	4342.73	4714.9	3440.52	3840.08	4034.71	4409.97	3189.68	4403.64	4780.83	3679.81
O75081	MTG16_HUMAN	CBFA2T3	Transcriptional corepressor CBFA2T3	1	1			970.722		1272.35		924.448		747.936	847.38	864.857		1359.15	723.804	817.275	906.054
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	13	13	5241.08	5088.07	5259.64	5109.99	5710.8	4968.75	4965.94	5040.38	5359.95	4948.87	5813.71	5307.75	5605.1	5535.93	5088.3	5127.62
O75131	CPNE3_HUMAN	CPNE3	Copine-3	2	2	2364.12	1133.93	969.041	1722.6	1566.14	1380.9	1261.09	1510.91	1533.36	1382.96	603.635	1563.66	1507.17	1899.64	1368.48	1181.73
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	3	3		750.807			829.693	467.021	641.891	523.777	743.318	691.125	804.163			1074.96	926.248	405.482
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	2	2	607.573	439.803			1123.26	404.978	647.352	705.26			596.569		635.876		458.217	609.264
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	2	1		2104.93	2073.33	1858.31	2084.05	1729.82	1493.28	1946.12	1742.86	1835.63	1980.08	1532.58	2398.83	1271.07	1736.26	1690.12
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	5	5	2906.79	2541.52	2809.09	2379.58	2985.18	2702.09	2518.69	2926.84	2707.06	2886.57	2560.62	2385.27	2859.42	2939.52	2784	3062.51
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	4	4	2488.58	2232.72	2269.34	2628.99	2581.97	1994.29	2475.39	2419.66	2502.24	2559.34	2135.52	2595.3	2040.97	3253.59	2082.35	3320.29
O75335	LIPA4_HUMAN	PPFIA4	Liprin-alpha-4	1	0	1510.01		1137.71		693.684	1022.33	1105.45		3983	2245.01	2028.07	2614.69	2797.52		3183.8	2493.95
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	2	2	853.793	1080.3	853.06	1112.72	713.283	773.016	887.084				933.227	1190.25	1789.77	1442.76	1255.06	891.398
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	6	6	15918.8	15198.7	17351.2	14780.7	16702.4	15916.9	16341	15969.9	16828.8	15355.7	16970.3	15194.6	15608	17461.4	15454.5	15117.2
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	1	1	3027.43	2964.04	2607.67	4009.54	3112.48	3085.94	2684.89	2506.28	2671.99	3679.69	2689.72	2920.01	2945.21	2504.39	3499.2	2803.5
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	2	1	2724.31	2389.95	2716.85	2730.72	2124.6	2143.65	2123.85	2528.08	3023.63	2026.84	2860.37	2314.82	2102.42	2413.48	1922.32	2080.66
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	3	3	1059.72	1233.61	954.238	868.324	1449.57	1143.33	838.596	1228.09	874.851	1461.95	951.704	988.73	810.6	1371.99	1241.69	1061.36
O75369	FLNB_HUMAN	FLNB	Filamin-B	9	9	1458.32	1543.05	1328.12	1438.23	1368.41	1612.59	1422.8	1692.4	1614.14	1508.25	1819.63	1313.31	1588.43	1274.41	1728.47	1255.69
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1	1	1331.19		1069.35	1175.93	1623.55	1110.46	1687.29	1400.32	1998.67	1204.01	1595.22		1244.17	2284.76	868.208	1576.82
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	9	9	5698.05	4844.82	4526.06	5023.11	5664.58	5732.73	5595.13	4820.21	5284.04	5920.28	5429.6	5337.76	5499.67	5833.39	4853.5	5395.93
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	2	2		728.875	655.378				814.597	925.26	586.817	665.802	1078.31	1019.92	429.897	624.22	1026.17	997.35
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	10	10	5534.22	6042.65	5839.14	5318.83	6319.55	5217.41	5682.92	6207.29	6824.87	6073.95	6449.58	7186.48	6161.24	6117.54	6385.53	7102.93
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	1	1	948.651	723.394	900.167	2208.73	1867.26	1934.24	1635.26	1025.45	1650.22	2198.7	1271.39		1606.2		1499.34	995.524
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	4	4	3508.89	3477.65	2577.7	2491.48	3063.51	2640.7	2917.54	3541.95	3128.65	2832.4	3148.91	2945.71	2695.46	3118.02	3005.37	2559.11
O75459	PAGE1_HUMAN	PAGE1	P antigen family member 1	1	1	1283.16	1283.91	1232.03		1488.44		1480.95				806.282	1041.75	793.508	711.97	587.838	668.854
O75467;Q6AW86	Z324A_HUMAN;Z324B_HUMAN	ZNF324;ZNF324B	Zinc finger protein 324A	1	0						6860.77									5663.67	
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	3	3	3628.07	3141.79	4587.81	2954.13	3374.45	3247.56	2446.86	3710.25	3462.01	3351.09	3321.86	3904.14	3606.6	3613.52	3274.13	3285.34
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1	1		1038.68		752.251	855.78		1093.23	1362.77	954.094	1783.86	1560.86	1001.18	759.605	1623.18		
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	4	3	1992.71	1908.98	1889.03	1788.97	2689	1624.79	2145.47	1832.8	2276.22	2227.02	1768.62	2350.78	2243.92	1525.34	2742.18	2204.03
O75496	GEMI_HUMAN	GMNN	Geminin	1	1	2592.35	1402.76				2634.22	1519.41					2129.98	1877.86			2007.28
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1	1	975.777	727.023		844.642					946.698	1204.64	1233.44		510.668	627.09	517.613	622.411
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	3	3	660.407	936.111	534.939	720.314	701.995	794.06	587.841	536.147	513.144	789.522	971.809	595.371	673.939	545.397	624.527	680.708
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	4	4	4159.37	4736.78	5262.73	5254.31	4742.76	4984.67	4503.27	5185.3	3854.14	4893.97	5200.12	4580.16	4306.56	3938.05	4592.88	4548.78
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	15	15	3010.23	2895.06	2508.17	2862.79	3048.6	2647.61	3166.75	3235.36	3031.19	2963.67	2863.88	2625.65	3069.54	2939.63	2386.23	3063.64
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	19	19	3761.27	3559.38	3574.7	3246.04	3843.3	3664.49	3656.04	3459.84	3068.83	3724.56	3729.92	3413.45	3575.85	3463.38	3450.82	3619.84
O75575	RPC9_HUMAN	CRCP	DNA-directed RNA polymerase III subunit RPC9	1	1															733.523	
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	2	2	1462.71	1286.77	1591.56		1516.3	1662.94	1139.57	1384.12	992.776	1337.97	1049.36	1315.72	1426.81	1164.74	1195.19	1719.14
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2	2	5058.53	3699.86	4153.5	2897.35	4481.15	4235.7	2966.15	4125.94	3889.23	3410.38	3974.46	3899.39	3834.57	4118.01	2950.52	3857.53
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	19	19	3712.46	2816.24	3362.16	3195.72	2808.12	3422.43	2844.23	2941.35	3137.74	3471.48	3658.78	3340.03	3243.94	3885.29	3269.84	3397.02
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	2	2	2052.36	1574.86	2060.57	2198.1	2195.78	1640.85		2184.91	1936.97	1935.21	1979.83	1624.82	2278.22		1538.14	2034.03
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	4	4	2483.88	1784.42	1609.77	2224.03	2326.66	2022.36	2014.23	2239.78	1688.75	1768.25	1516.52	1640.13	1816.74	1920.79	1643.03	2230.37
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	5	5	1197.8	1265.17	1467.63	1287.06	1344.08	1004.6	1044.58	1568.32	1056.68	1014	1259.3	1641.12	1509.86	847.411	1282.32	1013.02
O75794	CD123_HUMAN	CDC123	Translation initiation factor eIF2 assembly protein	2	2		749.5	417.009		791.689	607.902	578.998	546.67		797.052			458.629		789.095	688.989
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	7	7	7564.67	7082.6	8205.14	7411.96	8487	7643.13	7440.19	7570.97	7070.37	7017.77	7687.24	7758.88	6831.3	6705.25	7911.47	7967.75
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	11	11	11846.9	10356.1	9291.91	10665.2	11483.9	9304.55	10804	9785.02	13248.1	11238.3	10710.9	10622.2	11057.3	9800.45	10002.6	10609.6
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1	1	2143.86	1902.77	2815.66	1644.14	2626.25	1780.54	2870.95	3038.27	2038.21	2315.56	1694.67		1412.2	1034.79	1708.2	1079.1
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	5	5	1773.25	1712.79	1662.46	2006.27	2703.38	1851.77	1546.6	1557.81	2105.76	2236.8	1877.54	1707	1830.1	1899	1575.76	1523.83
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	2	2	1217.82	1111.9	1153.47	1372.69	1396.65	1761.48		1440.76		1028.53	1176.9	1220.33	1256.83	1335.07	1135.82	1130.79
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1	1	1581.54				1580.7		1210.12		1036.43		1275.46	1855.64	1441.59			1030.45
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	5	5	6870.22	6240.56	6490.81	6653.55	6671.94	8116.09	8033.21	8157.54	5591.74	5990.09	5287.53	5655.52	6024.81	5878.68	6010.84	5121.37
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1	1	1140.09	573.785		793.937	757.152	1069.98	777.218			763.284		1288.61	766.377	516.957	797.137	788.836
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase peripheral stalk subunit d, mitochondrial	6	6	7493.88	8421.98	7235.69	8736.09	8051.13	7491.27	7259.05	7886.89	7844.58	7725.88	7293.84	8190.76	8127.09	7755.62	7783.93	7493.73
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	4	4	612.724	1562.4	957.097	1901.73	1505.76		927.686	1692.57	1055.58	1265.88	1624.32	1991.5	1821.6	1522.37	1328.53	1357.48
