Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-A2_1_12107.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-B2_1_12108.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-C2_1_12109.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-D2_1_12110.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-E2_1_12111.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-F2_1_12112.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-G2_1_12113.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-H2_1_12114.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-A6_1_12115.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-B6_1_12116.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-C6_1_12117.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-D6_1_12118.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-E6_1_12119.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-F6_1_12120.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-G6_1_12121.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-H6_1_12122.d
A0A140N523	A0A140N523_ECOBD	ECBD_0237	Arsenate reductase	1	1									3440.65	2488.59	3291.63	1464.7			2928.98	
A0A140N528	A0A140N528_ECOBD	rpsS	Small ribosomal subunit protein uS19	8	7	80300	77827.3	77672.1	84435.7	81831.1	80879.7	84241.7	81062.4	292495	301521	288746	306340	323191	293861	311499	334302
A0A140N530	A0A140N530_ECOBD	ECBD_1334	YfcL protein	2	2	6847.55	7405.06	5720.88	4411.56	5720.86	5875.6	6871.31	5034.92	21848.3	23014.7	22114.1	22813.1	20735.4	22925.5	20005.7	22956.6
A0A140N534	A0A140N534_ECOBD	gph	Phosphoglycolate phosphatase	2	2		4787.43			3775.97				5920.69	8959.66	5760.42	5778.77	8076.12	7273.31	6451.68	6461.73
A0A140N536	A0A140N536_ECOBD	ffh	Signal recognition particle protein	13	13	8739.21	8407.13	7500.23	9004.44	7574.85	7795.98	8767.92	8600.8	23668.8	22291.3	21526.6	22257	24046	23686.6	24843.6	24331.5
A0A140N537	A0A140N537_ECOBD	rpsH	Small ribosomal subunit protein uS8	8	8	160077	152354	150141	141587	142490	143155	147022	149096	552237	536662	538042	530974	527272	535553	526742	535072
A0A140N539	A0A140N539_ECOBD	ECBD_1344	Dihydrofolate synthase/folylpolyglutamate synthase	1	1									3468.85	4674.21		4168.5		3091.56	4055.27	4321.5
A0A140N548	A0A140N548_ECOBD	rpsD	Small ribosomal subunit protein uS4	14	14	228753	231748	224310	208707	233983	211134	214522	224032	817663	792609	770445	796060	735367	785843	785439	763559
A0A140N556	A0A140N556_ECOBD	def	Peptide deformylase	3	3		3088.98	2217.72	2415.12	3379.77	3388.86	3347.53	3191.1	9935.3	11564.7	9229.56	8270.87	11244.3	9438.44	7871.52	8715.65
A0A140N560	A0A140N560_ECOBD	nuoB	NADH-quinone oxidoreductase subunit B	7	7	12898.5	12667.2	12308.4	11406.4	11367	12651.2	15881.1	12401	46431.8	44997.3	44874.3	44785.3	45796.9	43362.1	48043.3	44808.4
A0A140N561	A0A140N561_ECOBD	ECBD_0393	Phosphoribulokinase	1	1	5521.61								6915.13		10371.7	6905.89	8233.83	8272.72		13057.1
A0A140N564	A0A140N564_ECOBD	ftsY	Signal recognition particle receptor FtsY	15	15	5616.78	5722.56	5628.63	5954.59	6025.88	5573.49	6247.33	6592.32	19250.5	17221.1	18910.3	17875.8	18621.4	18604.1	18397.6	19137.7
A0A140N568	A0A140N568_ECOBD	ECBD_0403	YheO domain protein	4	4	4408.16	3366.72	5599.43		3779.05	6007.48		5777.37	17935.2	18779	17270.5	15443.6	16808.9	16695.6	16195.8	15402.8
A0A140N582	A0A140N582_ECOBD	mreB	Cell shape-determining protein MreB	10	10	8663.07	7153.86	7541.53	8228.13	8400.5	7515.91	7530.73	7233.25	20617.3	20080.9	22393.1	20668.4	22193.3	21121.7	22906	22945.9
A0A140N583	A0A140N583_ECOBD	hldE	Bifunctional protein HldE	8	8	3606.5	3929.31	4504.5	5967.2	3469.43	4345.52	3815.25	3585.45	12107.4	11936.6	10709.8	11974	11642.4	11926.6	12160.4	12385
A0A140N587	A0A140N587_ECOBD	arnA	Bifunctional polymyxin resistance protein ArnA	4	4							4549.06		9549.65	6716.62	8816.72	7409.62	7123.61	6719.46	6845.33	10937.1
A0A140N593	A0A140N593_ECOBD	ECBD_1136	Periplasmic binding protein/LacI transcriptional regulator	6	6	8645.18	7437.48	7007.44	8412.73	6876.84	7583.11	5293.92	7330.08	20436	18600.2	21196.9	19523.3	16634.2	21119.4	19291.5	21115.8
A0A140N598	A0A140N598_ECOBD	rplM	Large ribosomal subunit protein uL13	7	7	92963.3	95088.7	96042.1	111176	99829.9	120003	101023	109195	360768	389109	379375	366570	431241	362798	413631	423994
A0A140N599	A0A140N599_ECOBD	parE	DNA topoisomerase 4 subunit B	1	1									5228.87	3429.84	4371.01	3959.76	5218.67	6021.79	6711.56	
A0A140N5A3	A0A140N5A3_ECOBD	rplE	Large ribosomal subunit protein uL5	19	19	98659.5	100511	103112	104056	103234	105451	110729	111969	360700	378290	369531	367629	371947	369710	384246	377740
A0A140N5A6	A0A140N5A6_ECOBD	ECBD_0526	YhcH/YjgK/YiaL family protein	1	1	3748.65	5173.45	2764.93	3240.4	2967.67	2376.96	3393.66	5523.15	14044.1	17795.8	13040.2	14490.9	13957.1	13784.6	14085.3	12811
A0A140N5A9	A0A140N5A9_ECOBD	nfuA	Fe/S biogenesis protein NfuA	6	6	21656.6	23826.3	21278.9	23929.2	22512.9	24068.4	22852.1	21606.8	83712.6	85096.7	77038.7	82695	85791.1	80931.1	81180.4	79070.4
A0A140N5B4	A0A140N5B4_ECOBD	rpsM	Small ribosomal subunit protein uS13	11	11	140767	139258	140930	140562	145303	141105	138286	145121	533983	535911	518025	521230	508169	503635	513207	539979
A0A140N5B5	A0A140N5B5_ECOBD	ECBD_0729	Iron-containing alcohol dehydrogenase	11	11	8523.95	6708.22	6154.82	7819	7316.29	6763.98	6739.48	7406.59	21247.8	22800.4	20969	20938.9	21938.1	20313.9	21384.1	22587.8
A0A140N5B7	A0A140N5B7_ECOBD	iscA	Iron-binding protein IscA	6	6	10753.3	10257.9	8835.2	9797.68	10887.1	8990.39	10562.6	11353.5	31172.5	28015.5	29308.1	28149.6	26317.5	26417.4	27354.5	27971.5
A0A140N5C4	A0A140N5C4_ECOBD	ECBD_0739	DUF2623 domain-containing protein	2	2				1828.86		1277.97		1419.44	3431.62	5053.12	5576.39	5209.28	5011.55	5417.89	5429.58	5135.06
A0A140N5C8	A0A140N5C8_ECOBD	ECBD_1166	Alpha-2-macroglobulin	1	1	5597.53	5260.51	6791.72	5597.34	5377.73	5580.39	3329.58	6371.43	6599.86	7506.02	6729.1	8147.41	7072.69	6595.14	6725.59	7864.2
A0A140N5D3	A0A140N5D3_ECOBD	ECBD_0749	Glutathione S-transferase domain protein	4	4	5930.63	4410.76	6482.1	6599.04	5756.97	7406.55	5848.62	7912.24	17367.4	16828.2	14955.9	16949.6	17803.9	14118.8	15450.5	16657.8
A0A140N5D7	A0A140N5D7_ECOBD	rplU	Large ribosomal subunit protein bL21	4	4	129123	115675	105083	124172	96446.3	109019	115220	110265	438140	451849	449609	421243	462816	463215	472882	434561
A0A140N5D8	A0A140N5D8_ECOBD	ECBD_1176	Zinc ribbon domain-containing protein	1	1						1409.37	1847.54	2211.95	4147.32	4759.23	4432.47	3856.75	4785.44	3551.3	5031.81	5007.95
A0A140N5E1	A0A140N5E1_ECOBD	rpe	Ribulose-phosphate 3-epimerase	5	5	10923.9	7639.61	11946.8	12655.1	9260.18	13438.5	11312.6	12034.6	36330.5	41830.9	36184	39291.2	37497.8	37689	37337.7	41294.8
A0A140N5E8	A0A140N5E8_ECOBD	glmM	Phosphoglucosamine mutase	12	12	4690.48	3210.61	5286.59	5603.83	3657.43	5887.61	4381.67	4835.68	12441.3	12305.2	11271.5	11775.1	12739	12893.7	12320	12143.2
A0A140N5F4	A0A140N5F4_ECOBD	pnp	Polyribonucleotide nucleotidyltransferase	18	18	27547.1	27178.1	28814.9	31612.7	26275.3	27839.1	29245	29973.7	90658.3	89461	80649.2	94640.3	84698.5	88618.8	86915.2	87773.6
A0A140N5F9	A0A140N5F9_ECOBD	ECBD_0780	DUF469 domain-containing protein	1	1	6060.98	4682.76	4910.83	8009.2	7604.79	5141.3	6977.83	6844.96	19341.5	17337.6	17288.4	20560.8	20484.4	19049.2	20732.2	23958.3
A0A140N5H1	A0A140N5H1_ECOBD	ECBD_0514	Z-ring associated protein G	5	5	18655.9	14251.4	15014.5	15922	16574	16891.1	16145	18091.5	54855	55042.3	54115.2	54858.8	52487.7	51921	48840.5	47666.6
A0A140N5H6	A0A140N5H6_ECOBD	speA	Biosynthetic arginine decarboxylase	1	1				1084.46	765.389				3771.12	3874.85	4441.58	3750.8	4383.08	2327.64	2217.53	4063.01
A0A140N5H9	A0A140N5H9_ECOBD	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	7	7	5210.31	5255.24	5208.69	5480.99	4414.22	4469.75	4973.46	4598.71	15961.2	17416.9	16243.1	16337.2	15476.9	16380.9	15973.1	16360.2
A0A140N5I0	A0A140N5I0_ECOBD	ECBD_0402	Peptidyl-prolyl cis-trans isomerase	12	12	32319.2	30210.4	33787.3	33602.2	33992	33218.1	34199.4	32468.9	113997	118176	114703	109160	110678	112351	110297	110030
A0A140N5I1	A0A140N5I1_ECOBD	folE	GTP cyclohydrolase 1	9	9	17113.4	13477.5	16001.5	13804.3	15034.2	13377.5	12201.1	15162.1	46449.3	48007.5	46040.6	47736.5	48691.2	43742.7	46270.5	51469
A0A140N5I2	A0A140N5I2_ECOBD	ECBD_1227	Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+)), Phosphate acetyltransferase	3	3			2468.94	1558.06	3274.06	3916.26	3431.23	2143.63	6109.41	7285.74	6976.32	5525.97	5507.97	5521.97	7062.68	5566.22
A0A140N5J6	A0A140N5J6_ECOBD	garR	2-hydroxy-3-oxopropionate reductase	16	16	20573.6	19388.9	18967.4	17916.1	18438.6	20047.8	19581.6	20333	67792.3	69900.3	70303.7	68916.9	72563.5	70203.6	72574.7	68682.1
A0A140N5J7	KDSC_ECOBD	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	1	1	2534.11		729.753		1311.13			1037.53	3275.4	2551.88	3855.45	3237.87	2092.06	1983.54	2958.49	3148.2
A0A140N5J9	A0A140N5J9_ECOBD	ECBD_1527	Substrate-binding region of ABC-type glycine betaine transport system	6	6	6026.2	4416.78	2680.17	4853.07	4952.33		4653.76		9621.85	10198	9205.63	9706.77	10759.6	9822.65	10700.5	11708.7
A0A140N5K6	A0A140N5K6_ECOBD	ECBD_0627	Endoribonuclease L-PSP	1	1			23978.4		24011.7		23885	25376.1	84729	84369.3	87926.7	82682.8	84732	77103	81036.5	83782.8
A0A140N5K8	A0A140N5K8_ECOBD	rplD	Large ribosomal subunit protein uL4	7	7	193370	188130	189556	202959	182418	186856	187941	201474	651609	664734	678605	687149	657904	685762	718520	690485
A0A140N5L3	A0A140N5L3_ECOBD	ftsH	ATP-dependent zinc metalloprotease FtsH	18	17	8597.92	8016.26	7106.99	8618.23	7105.5	6995.43	7239.25	7524.95	20830.5	20008.6	20494.7	20617.2	19255.7	20410.8	20937.9	20520.6
A0A140N5L7	A0A140N5L7_ECOBD	rplX	Large ribosomal subunit protein uL24	8	8	131451	128088	134067	140090	142831	137479	132575	127466	462624	454698	460284	446416	475012	463189	487979	515911
A0A140N5L9	A0A140N5L9_ECOBD	ECBD_1267	Cysteine synthase	18	18	73126.3	69336	73167.7	74651.4	75229.4	70365	71648.4	71865.6	241154	247631	246811	237363	242507	240138	250752	251085
A0A140N5M2	A0A140N5M2_ECOBD	truB	tRNA pseudouridine synthase B	2	2						3456.11			5357.44	6537.23	3734.21	5775.09	6685.22	5918.31	4466.88	4330.17
A0A140N5N0	A0A140N5N0_ECOBD	ECBD_0584	GCN5-related N-acetyltransferase	5	5	4933.59	3534.38	4166.75	3906.44	4027.72	3833.85	3533.66	3939.92	12521.7	12601.5	13606.1	13139.5	11693.1	14355.9	12261.9	13607.8
A0A140N5P0	A0A140N5P0_ECOBD	rsmI	Ribosomal RNA small subunit methyltransferase I	10	10	2753.14	3464.82	4071.23	2986.89	3744.67	4254.94	4539.02	4285.23	12173.3	11468.5	11275.6	11397.3	11887.4	12491.7	11598.9	12640.8
A0A140N5P6	A0A140N5P6_ECOBD	ECBD_0472	Putative transferase	11	11	11028.6	9149.99	9456.06	9365.57	8403.68	9212.39	9175.18	10178.6	33104.7	32076.3	30967.4	32256.4	31278.8	32971.5	31823.7	32455.7
A0A140N5Q1	A0A140N5Q1_ECOBD	tsaD	tRNA N6-adenosine threonylcarbamoyltransferase	2	2		1119.62				1204.42	723.177	552.228	3628.58	2519.64	2923.69	2349.65	3293.38	3775.62	2335.21	2663.98
A0A140N5Q4	A0A140N5Q4_ECOBD	ECBD_0891	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	1	1					3851.84	3701.03			7236.73	7806.66	6001.06	6911.09	3460.82	5741.48	7776.12	4128.01
A0A140N5Q7	A0A140N5Q7_ECOBD	ECBD_0687	Adenylate cyclase	2	2	1611.66								3168.12	3456.18	3276.69	2184.91	2151.21	2536.02	2502.89	2035.83
A0A140N5R1	A0A140N5R1_ECOBD	ECBD_1307	Gluconate transporter	1	1	21145.7		20781.8	23619.7							23204.6			17099.9		
A0A140N5R4	A0A140N5R4_ECOBD	ECBD_0493	Quinone oxidoreductase, YhdH/YhfP family	6	6	5980.94	4624.81	5250.85	5350.14	5298.57	5058.97	4945.08	5210.05	14953.2	14879.7	12550.7	13581.9	14421	14411	12810.4	13387.4
A0A140N5R7	A0A140N5R7_ECOBD	ubiK	Ubiquinone biosynthesis accessory factor UbiK	5	5	14239.7	15963.7	17111	13855.4	16162.8	18455.5	16860.9	17489.2	55549.8	50521.5	53802.9	51705.6	51910.6	52589.2	51344.9	56047
A0A140N5S4	A0A140N5S4_ECOBD	ECBD_0911	Cysteine desulfurase, sulfur acceptor subunit CsdE	6	6	4495.2	5346.24	4146.47	4876.73	4786.53	5216.86	4167.77	4321.6	16521.2	14744.6	16582	14308.8	16317.9	14753.7	15257.3	14667.1
A0A140N5S7	A0A140N5S7_ECOBD	prmB	Ribosomal protein uL3 glutamine methyltransferase	2	2										29458.4		27789.7	34305.1	39683.2		
A0A140N5T5	A0A140N5T5_ECOBD	ECBD_0513	peptidase Do	11	11	6675.36	4897.4	5950.47	5712.06	6182.18	6363.84	5784.33	5584.14	19653.3	19498.1	18022.3	18897.7	18418.3	19322.6	19464.2	17704.6
A0A140N5T6	A0A140N5T6_ECOBD	pdxB	Erythronate-4-phosphate dehydrogenase	8	8	3165.4	5547.46	2617.96	2715.53	3573.77	2939.36	5288.21	2685.44	10364.6	10752.9	9444.47	10977.4	12204.5	11060.1	10805.6	11509
A0A140N5U1	A0A140N5U1_ECOBD	ECBD_0932	Serine transporter	1	1									26241.7	22710.2	24820.4	25032.3		17720.3		
A0A140N5U8	A0A140N5U8_ECOBD	ECBD_1349	Cationic amino acid ABC transporter, periplasmic binding protein	11	11	9420.03	7898.7	7053.94	9613.88	9476.74	10330.2	10138.7	7614.86	22388.3	23459.7	23258.6	21145	23182.8	21351.5	24748	23038.8
A0A140N5V0	A0A140N5V0_ECOBD	ECBD_0942	Glucarate dehydratase	1	1							180.13		528.718	642.005	524.653	682.872	1050.55	851.73		
A0A140N5V1	A0A140N5V1_ECOBD	ECBD_0533	Glyoxalase	5	5	15651.8	12339.8	13804.9	15750	15995.8	14706.2	15757.5	13666.6	42687.3	46281.8	46377.7	46291.6	45741.1	42114.2	51788.6	46745.6
A0A140N5V4	A0A140N5V4_ECOBD	ECBD_1359	Phosphoesterase	4	4	3908.91	4630.75	6073.91	3811.8	4976.78	4035.79	3652.41	3796.56	13603.2	14284.3	12518.3	14931.9	13675.2	14136.1	15618.2	14891.1
A0A140N5V8	A0A140N5V8_ECOBD	ECBD_1629	Phosphomannomutase	1	0	17554.7		14319.4		13740.1			11906.4			12556.5	11117.3		12526	15362.7	
A0A140N5V9	A0A140N5V9_ECOBD	ECBD_0737	Aldo/keto reductase	4	4	2448.2	2632.38	2650.97	2623.71	3105.69	3076.34	2080.07	2897.24	7987.29	9217.65	9075.69	8392.93	9745.6	9108.83	8879.62	8757.21
A0A140N5W6	A0A140N5W6_ECOBD	hisD	Histidinol dehydrogenase	3	3				5369.4	4895.08	3327.81			6679.68	8423.75	7728.17	6250.95	7577.27	6711.91	7032.53	6241.46
A0A140N5X0	A0A140N5X0_ECOBD	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1	1		2418.15	2840.82	2434.31	2512.33			1640.39	7258.8	6419.6	5147.07	6833.02	6589.71	6189.94	7637.11	8069.83
A0A140N5X9	A0A140N5X9_ECOBD	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3		6098.22						10367.8	21191.4	18462.1	17871.8	16760.9	19216.7	20315.2	16434.2	20265.1
A0A140N5Y7	A0A140N5Y7_ECOBD	rbfA	Ribosome-binding factor A	5	5	13666.3	12560.2	12809.7	12353	12409.3	11770.6	12068.6	13537	46762.5	46099.3	46927.9	45727.6	45201.3	49030.5	47302.1	44381.5
A0A140N5Z1	A0A140N5Z1_ECOBD	ECBD_0982	Murein hydrolase activator NlpD	7	7	8568.77	6634.71	7156.28		8763.2		6799.85	7285.79	19377.4	20625.8	17994.6	22062.3	22401.9	20749.2	19219.8	24012.6
A0A140N5Z7	A0A140N5Z7_ECOBD	rpmG	Large ribosomal subunit protein bL33	3	3	136726	128985	127638	126463	130348	136270	133613	132068	548178	495913	509960	512510	533238	516934	550564	559882
A0A140N601	A0A140N601_ECOBD	ECBD_0705	ADP-ribose pyrophosphatase	1	1													7794.76	4737.41	7409.6	8985.83
A0A140N604	A0A140N604_ECOBD	lpoA	Penicillin-binding protein activator LpoA	9	9		5063.91	10545.3	7396.54	9303.5	3012.84	3487.6	5113.92	16166.5	14526.4	19976.5	15356.7	17801.3	16742.5	17636	17169
A0A140N610	A0A140N610_ECOBD	ECBD_0715	Bacterial OB-fold domain-containing protein	10	10	17406.7	17723	15885.7	16014.2	14171.1	16098.1	16721.1	15745.4	58920.1	56484.1	56302.3	53963	57404	56199.8	57279.1	58126.6
A0A140N619	A0A140N619_ECOBD	ECBD_1419	Glycerol-3-phosphate dehydrogenase	2	2							4300.93	5641.53	6287.24		8030.25	8883.66	8325.01	7725.03	10202.5	7441.76
A0A140N621	A0A140N621_ECOBD	coaD	Phosphopantetheine adenylyltransferase	1	1		2915.84							2859.2	5783.16			4430.56	5122.33	4047.19	3049.02
A0A140N626	A0A140N626_ECOBD	gyrA	DNA gyrase subunit A	6	6	1835	1680.25		1436.69	1714.03		1985.51	2312.56	4834.84	4136.24	4193.26	4015.02	3887.99	4647.9	4941.4	4400.8
A0A140N627	A0A140N627_ECOBD	metK	S-adenosylmethionine synthase	14	14	19377.7	18727.6	18601.1	21271.8	24706.1	20534.8	22261.5	21519.7	65079.9	66426.5	67468.3	65660.1	68772.6	70452.1	72310.9	71838.2
A0A140N633	A0A140N633_ECOBD	ECBD_0735	Short-chain dehydrogenase/reductase SDR	7	7	8525.21	6596.79	6836.52	6543.7	7874.53	6181.23	6381.18	7919.38	21669.6	21288.8	20494.5	19984.3	19523.8	21672.5	19812.7	20698.9
A0A140N640	A0A140N640_ECOBD	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	6	6	3996.41	6978.19		4511.44	4346.72				10864	10759	9180.04	9977.05	11131	8889.45	8688.54	11339.8
A0A140N643	A0A140N643_ECOBD	ECBD_0745	Hydrogenase expression/formation protein	3	3		2342.08	3693.78	4955.3	3470.83	3200.62	3512.74	3717.14	8293.99	10327.1	10703.7	9702.72	9016.47	8841.76	11009.4	9413.15
A0A140N645	A0A140N645_ECOBD	eco	Ecotin	8	8	33049	31618.1	29513.2	35142.6	28801.1	36298	36174.2	30931.6	117591	118947	118060	115531	126944	115157	123387	124690
A0A140N649	A0A140N649_ECOBD	ECBD_0142	Aldehyde dehydrogenase (NAD(+))	2	2		20392.6	9136.08	20631			12106.6	13505.5	24696.8	34555.8	34655.3	30245.2	28488.8	27781.5	29577.2	30848.6
A0A140N655	A0A140N655_ECOBD	ECBD_1042	Quaternary amine transport ATP-binding protein	15	15	26675.8	25613.3	25894.1	26622.5	25291.7	27065.3	25842.1	24284.6	89166.3	87959.5	84684.1	83650.2	89226.3	88661.8	91355.9	92446.6
A0A140N660	A0A140N660_ECOBD	yejL	UPF0352 protein YejL	2	2	10579.8	9247.61	9654.34		6249.65		10683.7	7669.28	20444.3	21163.7	22181.5	22198.8	22875.5	24403.2	22747.6	22306.8
A0A140N683	A0A140N683_ECOBD	rpoD	RNA polymerase sigma factor RpoD	13	13	7322.27	7626.73	5769.35	7021.81	6579.44	7112.71	7052.16	8370.77	21803.9	22670.9	21266.3	21188.2	22810.8	22926.2	25214.1	24075.8
A0A140N688	A0A140N688_ECOBD	ECBD_0786	dITP/XTP pyrophosphatase	2	2	3914.56	2580.66	2926.39	3433.53	4992.07	4330.82	2971.86	3849.76	17554.2	15429.6	13488.9	18136.1	15387.8	19904.6	16011	17689.2
A0A140N690	A0A140N690_ECOBD	glyQ	Glycine--tRNA ligase alpha subunit	2	2							1742.19		4143	2798.41	2627	3808.58	3103.79	2414.49	4123.61	3473.33
A0A140N692	A0A140N692_ECOBD	ECBD_0183	DUF3053 domain-containing protein	2	2	1965.95		919.628		2103.63				4299.51	4442.55	4163.93	4050.23	4766.13	3146.05	4856.02	5385.59
A0A140N699	A0A140N699_ECOBD	ECBD_1511	Dihydrothymine dehydrogenase	2	2									5518.64	5801.95		7464.57	4104.05	6121.12	5493.64	5675.91
A0A140N6A0	A0A140N6A0_ECOBD	ECBD_0185	OmpA/MotB domain protein	3	3	4376.95	3850.12	3757.49	5645.26	4901.38	4147.37	4099.45	4814.9	10329.3	9206.4	8090.14	9188.75	10317.3	9998.21	12975.9	11368.8
A0A140N6A5	A0A140N6A5_ECOBD	clpB	Chaperone protein ClpB	34	33	16532.4	14986.9	14644.4	15013.2	15066.5	14451.8	14942.2	14508.5	51740.4	52398.6	48889.4	51007.5	51511.9	49674.4	50297.2	50349.9
A0A140N6A8	A0A140N6A8_ECOBD	ECBD_0704	Type I secretion outer membrane protein, TolC family	5	5									5903.22	6902.67	4245.47	7423.91	6672.31	7849.19	4327.52	6202.06
A0A140N6B2	A0A140N6B2_ECOBD	ECBD_0816	Oxidative stress defense protein	4	4	4707.68		3890.02		3491.64		3619.28		8441.14	9141.72	8848.32	9854.87	9902.41	7917.28	9193.21	8673.12
A0A140N6C1	A0A140N6C1_ECOBD	gyrB	DNA gyrase subunit B	7	7		5239.82	4628.91	4358.04	3540.38	4666.86	4553.58	4179.58	10785.6	10122.9	9089.25	11054.1	11798.7	10224.1	9892.7	13517.6
A0A140N6C6	A0A140N6C6_ECOBD	lepA	Elongation factor 4	9	9	7738.9	8769.78	6963.85	9242.54	4242.83	9026.51	6379.88	9686.4	14308.8	13931.1	14670.5	13294.1	12749.1	15507.5	15943.1	11834.1
A0A140N6C7	A0A140N6C7_ECOBD	ECBD_0213	KDG kinase	2	2		2550.22		4429.71	3871.12		2766.57	3095.29	8624.57	9681.04	6181.09	8852.99	8804.51	7549.47	9003.52	8831.57
A0A140N6C8	A0A140N6C8_ECOBD	ECBD_0909	Membrane-bound lytic murein transglycosylase A	1	1							262.79	605.544	1707.71	1856.98		1591.63	1225.56	1236.94	2292.61	2292
A0A140N6D3	A0A140N6D3_ECOBD	ECBD_0014	ATP/GTP-binding protein	3	3						2054.32			4852.96	5961.8	5095.33	4074.3	4430.94	5182.47	5819.29	4169.85
A0A140N6D6	A0A140N6D6_ECOBD	ECBD_1552	Transcription factor	3	3	9835.94	12238.2	11531.1	10953.1	10534.7	10459.2	10905.1	10584.4	36079.8	39082.4	34145	36742.6	36469.9	35374.2	33537.2	35950.6
A0A140N6E5	A0A140N6E5_ECOBD	gatZ	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	8	8	6981.55	6775.29	6591.43	7922.65	6815.18	6641.97	6973.4	7531.57	22743.8	23222.4	23242.6	24390	24305.5	23679.5	26391.6	24028.3
A0A140N6E6	A0A140N6E6_ECOBD	xni	Flap endonuclease Xni	1	1									6913.83	3185.35	6073.79	5862.01	6020.6	5128.38	5913.19	6677.55
A0A140N6E7	A0A140N6E7_ECOBD	prfB	Peptide chain release factor 2	10	10	7389.95	7541.71	7260.03	6924.1	7036.46	5894.8	6708.68	6174.57	24631.9	21420.9	21932.6	22794.7	21818.1	22239	24102	22399.4
A0A140N6F1	A0A140N6F1_ECOBD	ECBD_0744	hydrogenase (acceptor)	1	1									1769.78	2805.87	1092.67	3017.74	4168.29	3907.99	5368.65	3258.69
A0A140N6F4	A0A140N6F4_ECOBD	hmp	Flavohemoprotein	9	9	4924.37	3639.68	3675.59	3491.94	4286.1	4860.14	4460.34	4193.16	11845.5	11379.4	10758.7	10735.8	11020	11454.5	10395.4	10678.5
A0A140N6F6	A0A140N6F6_ECOBD	ECBD_0243	oligopeptidase A	6	6	2716.83	1428.85	3430.01	2723.61	2427	3033.08	3505.22	2955.44	6617.69	6646.26	8119.04	7292.84	7462.97	7446.74	6518.26	7331.73
A0A140N6G0	A0A140N6G0_ECOBD	eno	Enolase	18	18	288929	277266	286848	278076	274015	288285	294062	278368	1.00361e+06	1.02739e+06	998851	1e+06	1.07636e+06	1.02604e+06	1.04075e+06	1.07457e+06
A0A140N6H9	A0A140N6H9_ECOBD	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	5	5	35022.3	35115.8	26530.4	29144.2	25060.4	31952.9	25629.1	32227.9	55421.7	57264.4	60350.3	69917.8	57679.7	58291.6	57670.4	61499.7
A0A140N6I0	A0A140N6I0_ECOBD	ECBD_0887	Transcriptional regulator, LacI family	1	1											2261.21	2603.98		2744.62		2622.94
A0A140N6I3	A0A140N6I3_ECOBD	ECBD_0066	Integrase family protein	1	1	2428.15	1208.18								1467.51	1680.97	2271.28		2169.29		1852.32
A0A140N6I5	A0A140N6I5_ECOBD	selD	Selenide, water dikinase	7	7	8828.99	7365.23	8506.57	9504.28	7715.4	8360.39	6211.05	7149.99	24491.6	25511.6	25852.9	22528.4	23921.4	22943	22660.9	24593.5
A0A140N6I7	A0A140N6I7_ECOBD	ECBD_1162	SseB family protein	3	3	3651.25	3735.51		3896.57	4876.41		3834.07	3953.97	14315.7	12387.1	12474.9	12390.3	13331.3	14571.4	11257.3	12455.6
